BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
809916,0, NEW, (null),0,1,4,,,
738245,5, NEW, (null),3,2,2,,,
859855,128, NEW, (null),8,4,4,,,
899605,15, NEW, (null),8,2,2,,,
848582,4, NEW, (null),0,1,6,,,
755780,1, NEW, (null),2,3,2,,,
892136,6, NEW, (null),2,2,2,,,
786628,114, NEW, (null),2,3,4,,,
883254,55, NEW, (null),1,2,4,,,
824591,8, NEW, (null),0,1,1,,,
750077,169, NEW, (null),3,4,5,,,
872139,77, NEW, (null),5,5,4,,,
906230,0, NEW, (null),0,1,3,,,
812227,48, NEW, (null),3,2,5,,,
739869,16, NEW, (null),5,5,5,,,
862362,0, NEW, (null),0,1,2,,,
760653,402, NEW, (null),22,11,17,,,
900692,0, NEW, (null),0,1,0,,,
850898,0, NEW, (null),1,1,0,,,
756539,0, NEW, (null),0,1,0,,,
894442,0, NEW, (null),1,1,5,,,
838332,82, NEW, (null),18,5,6,,,
753819,153, NEW, (null),2,2,2,,,
885438,0, NEW, (null),0,1,1,,,
778760,0, NEW, (null),1,2,1,,,
750693,9, NEW, (null),2,1,0,,,
874421,43, NEW, (null),1,2,3,,,
768335,16, NEW, (null),0,1,1,,,
814623,0, NEW, (null),0,1,6,,,
742128,12, NEW, (null),6,3,4,,,
863129,4, NEW, (null),6,2,5,,,
901824,1, NEW, (null),4,3,3,,,
801032,178, NEW, (null),9,5,5,,,
729650,61, NEW, (null),1,2,6,,,
854076,3, NEW, (null),1,1,1,,,
757146,0, NEW, (null),0,1,0,,,
896257,0, NEW, (null),1,2,1,,,
790563,13, NEW, (null),5,4,9,,,
840664,2, NEW, (null),0,1,1,,,
887402,43, NEW, (null),3,3,4,,,
829916,128, NEW, (null),5,4,4,,,
876767,0, NEW, (null),0,1,5,,,
769815,80, NEW, (null),13,5,4,,,
817728,254, NEW, (null),4,4,5,,,
744994,153, NEW, (null),3,4,4,,,
864739,108, NEW, (null),5,4,5,,,
764105,0, NEW, (null),1,2,2,,,
903158,7, NEW, (null),0,1,1,,,
803796,12, NEW, (null),4,4,7,,,
732752,435, NEW, (null),6,3,7,,,
855962,88, NEW, (null),2,3,7,,,
757727,0, NEW, (null),0,1,1,,,
897072,9, NEW, (null),14,2,1,,,
792240,0, NEW, (null),0,1,1,,,
718847,511, NEW, (null),11,6,7,,,
842930,0, NEW, (null),1,2,1,,,
754569,0, NEW, (null),1,2,1,,,
782238,130, NEW, (null),4,4,3,,,
611556,831, NEW, (null),5,6,10,,,
832200,188, NEW, (null),2,3,10,,,
751601,192, NEW, (null),1,2,3,,,
771069,0, NEW, (null),2,3,7,,,
747323,139, NEW, (null),4,4,10,,,
867371,77, NEW, (null),6,3,8,,,
765104,1, NEW, (null),1,2,2,,,
806619,0, NEW, (null),0,1,0,,,
735901,104, NEW, (null),1,1,5,,,
857552,111, NEW, (null),3,3,5,,,
898403,4, NEW, (null),0,1,4,,,
794082,0, NEW, (null),0,1,6,,,
721371,4, NEW, (null),11,6,13,,,
846569,141, NEW, (null),1,2,2,,,
755257,5, NEW, (null),1,2,1,,,
784510,0, NEW, (null),2,1,2,,,
834335,0, NEW, (null),0,1,0,,,
773256,6, NEW, (null),3,3,4,,,
821581,0, NEW, (null),1,2,1,,,
749195,455, NEW, (null),12,5,9,,,
905371,0, NEW, (null),3,2,2,,,
810236,4, NEW, (null),4,3,8,,,
860054,100, NEW, (null),1,2,2,,,
759381,7, NEW, (null),2,3,3,,,
899606,0, NEW, (null),0,1,0,,,
848671,153, NEW, (null),60,3,4,,,
755786,1, NEW, (null),6,2,1,,,
786668,2, NEW, (null),2,3,7,,,
836341,0, NEW, (null),0,1,5,,,
753387,0, NEW, (null),1,2,1,,,
824748,69, NEW, (null),7,4,7,,,
750134,2, NEW, (null),2,2,2,,,
872239,0, NEW, (null),0,1,0,,,
739978,12, NEW, (null),2,3,4,,,
900743,4, NEW, (null),1,1,4,,,
798816,253, NEW, (null),69,3,3,,,
851537,0, NEW, (null),0,1,6,,,
756634,195, NEW, (null),0,1,3,,,
894567,0, NEW, (null),0,1,1,,,
838366,0, NEW, (null),0,1,1,,,
885717,56, NEW, (null),10,6,11,,,
826400,0, NEW, (null),1,1,0,,,
750696,8, NEW, (null),0,1,0,,,
768579,0, NEW, (null),0,1,0,,,
814696,0, NEW, (null),0,1,2,,,
901939,8, NEW, (null),0,1,4,,,
801043,206, NEW, (null),16,7,8,,,
729780,252, NEW, (null),16,10,11,,,
854107,7, NEW, (null),15,4,3,,,
757166,0, NEW, (null),0,1,1,,,
896281,1, NEW, (null),3,2,1,,,
790614,54, NEW, (null),16,5,7,,,
896331,0, NEW, (null),0,1,0,,,
840675,161, NEW, (null),4,2,2,,,
754145,24, NEW, (null),4,5,7,,,
887492,11, NEW, (null),6,3,2,,,
780722,0, NEW, (null),0,1,1,,,
829919,0, NEW, (null),1,1,0,,,
750828,0, NEW, (null),1,2,1,,,
876850,0, NEW, (null),0,1,1,,,
769966,0, NEW, (null),0,1,0,,,
745249,11, NEW, (null),1,2,3,,,
864743,108, NEW, (null),0,1,2,,,
764229,0, NEW, (null),1,2,5,,,
903160,5, NEW, (null),3,2,3,,,
856554,0, NEW, (null),2,2,6,,,
757730,0, NEW, (null),0,1,1,,,
897078,21, NEW, (null),5,2,0,,,
792342,72, NEW, (null),19,11,12,,,
843392,138, NEW, (null),3,3,5,,,
754583,0, NEW, (null),0,1,0,,,
782296,0, NEW, (null),1,2,6,,,
613287,641, NEW, (null),5,5,8,,,
832301,0, NEW, (null),0,1,1,,,
751681,228, NEW, (null),8,3,6,,,
878589,72, NEW, (null),13,2,4,,,
771075,0, NEW, (null),1,2,6,,,
819895,0, NEW, (null),7,4,5,,,
747351,432, NEW, (null),7,6,10,,,
765121,315, NEW, (null),3,3,5,,,
904088,0, NEW, (null),0,1,0,,,
806692,20, NEW, (null),4,3,3,,,
736171,388, NEW, (null),4,2,3,,,
857888,42, NEW, (null),10,8,8,,,
758654,392, NEW, (null),6,5,7,,,
898583,0, NEW, (null),0,1,0,,,
794113,0, NEW, (null),2,2,2,,,
846829,0, NEW, (null),2,2,2,,,
755287,125, NEW, (null),4,4,5,,,
834358,193, NEW, (null),0,1,5,,,
881240,66, NEW, (null),4,3,3,,,
773272,6, NEW, (null),3,4,9,,,
749196,111, NEW, (null),1,2,3,,,
810284,3, NEW, (null),4,3,7,,,
738319,3, NEW, (null),2,2,3,,,
860107,0, NEW, (null),6,4,4,,,
759501,0, NEW, (null),1,2,1,,,
899617,0, NEW, (null),0,1,3,,,
796168,234, NEW, (null),36,4,3,,,
725120,49, NEW, (null),5,6,5,,,
848910,117, NEW, (null),2,2,1,,,
755852,348, NEW, (null),4,3,3,,,
892535,0, NEW, (null),1,2,7,,,
836815,173, NEW, (null),9,4,3,,,
753428,1, NEW, (null),2,2,2,,,
883332,18, NEW, (null),5,3,2,,,
775945,12, NEW, (null),3,2,8,,,
825018,28, NEW, (null),0,1,4,,,
750167,465, NEW, (null),24,10,8,,,
872388,78, NEW, (null),34,6,6,,,
767460,242, NEW, (null),3,2,2,,,
812508,0, NEW, (null),0,1,5,,,
862390,5, NEW, (null),3,1,4,,,
760872,2, NEW, (null),2,2,2,,,
900744,3, NEW, (null),8,3,3,,,
851693,136, NEW, (null),8,3,4,,,
756669,0, NEW, (null),4,2,4,,,
894628,13, NEW, (null),2,2,6,,,
788450,0, NEW, (null),2,3,3,,,
838375,0, NEW, (null),0,1,1,,,
753972,0, NEW, (null),1,2,1,,,
885867,0, NEW, (null),0,1,1,,,
778941,0, NEW, (null),4,3,2,,,
826404,0, NEW, (null),0,1,0,,,
750697,8, NEW, (null),0,1,0,,,
874863,0, NEW, (null),0,1,5,,,
742650,11, NEW, (null),6,6,6,,,
863243,88, NEW, (null),0,1,4,,,
762597,300, NEW, (null),1,2,5,,,
902035,0, NEW, (null),0,1,0,,,
729984,39, NEW, (null),1,2,8,,,
854119,10, NEW, (null),1,2,2,,,
757176,0, NEW, (null),0,1,0,,,
896350,11, NEW, (null),22,9,15,,,
790894,180, NEW, (null),3,3,8,,,
840949,2, NEW, (null),2,2,7,,,
754148,0, NEW, (null),0,1,4,,,
887679,0, NEW, (null),3,2,6,,,
780998,0, NEW, (null),1,2,2,,,
829924,0, NEW, (null),2,2,1,,,
750847,9, NEW, (null),1,1,0,,,
876941,0, NEW, (null),0,1,0,,,
770101,392, NEW, (null),23,6,6,,,
818067,14, NEW, (null),1,2,4,,,
745755,15, NEW, (null),2,2,6,,,
864926,100, NEW, (null),1,2,2,,,
764338,230, NEW, (null),4,4,10,,,
903235,0, NEW, (null),0,1,0,,,
804589,0, NEW, (null),0,1,0,,,
897187,0, NEW, (null),0,1,5,,,
792344,0, NEW, (null),1,2,1,,,
843416,147, NEW, (null),1,2,7,,,
754584,0, NEW, (null),0,1,0,,,
782394,50, NEW, (null),4,2,3,,,
613590,833, NEW, (null),14,5,10,,,
832659,68, NEW, (null),8,2,1,,,
751685,0, NEW, (null),1,2,1,,,
878597,0, NEW, (null),0,1,1,,,
771078,4, NEW, (null),1,2,6,,,
819914,1, NEW, (null),5,3,2,,,
867604,7, NEW, (null),1,2,3,,,
765199,35, NEW, (null),2,3,6,,,
904217,0, NEW, (null),0,1,0,,,
806932,3, NEW, (null),0,1,4,,,
857929,1, NEW, (null),4,3,8,,,
758655,30, NEW, (null),6,4,5,,,
898782,2, NEW, (null),3,2,2,,,
794429,0, NEW, (null),0,1,6,,,
847030,10, NEW, (null),3,4,3,,,
755329,148, NEW, (null),1,2,2,,,
784615,224, NEW, (null),3,4,10,,,
834360,54, NEW, (null),2,2,5,,,
752937,15, NEW, (null),3,3,5,,,
881510,28, NEW, (null),9,5,12,,,
773401,0, NEW, (null),1,1,0,,,
821672,0, NEW, (null),1,2,6,,,
749228,338, NEW, (null),8,4,3,,,
870060,25, NEW, (null),2,2,4,,,
766563,0, NEW, (null),0,1,0,,,
738464,504, NEW, (null),1,2,6,,,
860174,0, NEW, (null),0,1,0,,,
759513,0, NEW, (null),1,1,0,,,
899643,0, NEW, (null),0,1,2,,,
796322,0, NEW, (null),0,1,0,,,
848977,69, NEW, (null),14,4,3,,,
755853,0, NEW, (null),0,1,0,,,
892551,0, NEW, (null),2,2,1,,,
787266,0, NEW, (null),0,1,8,,,
825119,0, NEW, (null),2,2,2,,,
750219,2, NEW, (null),2,2,2,,,
872528,93, NEW, (null),6,4,9,,,
767510,258, NEW, (null),1,2,3,,,
812577,0, NEW, (null),0,1,0,,,
740294,47, NEW, (null),6,4,5,,,
862516,2, NEW, (null),4,3,2,,,
900746,3, NEW, (null),3,2,1,,,
799259,0, NEW, (null),0,1,0,,,
851990,1, NEW, (null),2,2,3,,,
894887,2, NEW, (null),9,3,5,,,
753974,0, NEW, (null),1,2,1,,,
779065,7, NEW, (null),6,3,3,,,
826984,1, NEW, (null),0,1,3,,,
750699,8, NEW, (null),0,1,0,,,
874950,72, NEW, (null),4,4,2,,,
768633,0, NEW, (null),0,1,2,,,
815101,0, NEW, (null),0,1,6,,,
742678,18, NEW, (null),8,7,10,,,
762659,90, NEW, (null),23,11,9,,,
902038,0, NEW, (null),10,2,1,,,
801666,0, NEW, (null),4,3,3,,,
854284,128, NEW, (null),14,3,5,,,
854399,10, NEW, (null),1,2,2,,,
757258,2, NEW, (null),1,2,0,,,
896441,7, NEW, (null),5,3,7,,,
790898,0, NEW, (null),1,1,7,,,
840970,0, NEW, (null),2,3,7,,,
754166,3, NEW, (null),3,2,1,,,
887768,0, NEW, (null),3,2,9,,,
781139,222, NEW, (null),9,5,8,,,
750857,169, NEW, (null),2,2,3,,,
877016,15, NEW, (null),1,2,6,,,
770270,122, NEW, (null),2,2,4,,,
818101,68, NEW, (null),2,3,5,,,
745805,188, NEW, (null),6,4,9,,,
865006,82, NEW, (null),17,5,3,,,
764410,2, NEW, (null),4,2,2,,,
903327,7, NEW, (null),7,5,12,,,
804596,2, NEW, (null),14,5,5,,,
733588,359, NEW, (null),1,2,2,,,
856621,14, NEW, (null),0,1,4,,,
897189,0, NEW, (null),0,1,4,,,
844179,0, NEW, (null),0,1,3,,,
889082,0, NEW, (null),0,1,1,,,
782650,0, NEW, (null),0,1,4,,,
616348,550, NEW, (null),5,5,19,,,
832678,0, NEW, (null),8,4,7,,,
878767,0, NEW, (null),0,1,5,,,
771177,0, NEW, (null),0,1,1,,,
819944,0, NEW, (null),0,1,1,,,
748100,101, NEW, (null),3,3,4,,,
867633,0, NEW, (null),1,2,2,,,
765228,375, NEW, (null),3,3,4,,,
807110,113, NEW, (null),3,2,3,,,
736216,25, NEW, (null),4,3,5,,,
857950,0, NEW, (null),3,4,10,,,
758836,4, NEW, (null),2,2,7,,,
899081,1, NEW, (null),1,2,6,,,
755332,0, NEW, (null),0,1,0,,,
891040,1, NEW, (null),1,2,3,,,
834361,54, NEW, (null),1,2,4,,,
752962,0, NEW, (null),0,1,0,,,
881564,0, NEW, (null),0,1,5,,,
773403,118, NEW, (null),5,4,3,,,
749279,0, NEW, (null),2,1,0,,,
870772,0, NEW, (null),0,1,0,,,
766600,0, NEW, (null),2,2,1,,,
905668,0, NEW, (null),0,1,7,,,
810379,17, NEW, (null),2,2,1,,,
738519,3, NEW, (null),1,2,3,,,
759514,55, NEW, (null),2,2,2,,,
899644,0, NEW, (null),0,1,2,,,
796605,28, NEW, (null),10,4,5,,,
849224,1, NEW, (null),2,3,2,,,
755933,0, NEW, (null),3,3,4,,,
892709,35, NEW, (null),13,7,8,,,
836886,130, NEW, (null),2,2,5,,,
753438,0, NEW, (null),1,1,0,,,
883539,61, NEW, (null),30,6,11,,,
775986,70, NEW, (null),0,1,4,,,
825163,0, NEW, (null),0,1,5,,,
872630,88, NEW, (null),3,3,4,,,
767514,0, NEW, (null),0,1,1,,,
862537,0, NEW, (null),0,1,0,,,
761216,186, NEW, (null),16,5,6,,,
900799,0, NEW, (null),0,1,0,,,
799562,310, NEW, (null),1,1,2,,,
894928,0, NEW, (null),1,2,1,,,
788488,0, NEW, (null),0,1,1,,,
838728,71, NEW, (null),0,1,4,,,
753982,0, NEW, (null),0,1,0,,,
886105,1, NEW, (null),1,2,4,,,
827096,0, NEW, (null),1,2,2,,,
750700,8, NEW, (null),0,1,0,,,
874965,84, NEW, (null),1,2,1,,,
768789,5, NEW, (null),10,4,4,,,
815682,127, NEW, (null),2,3,2,,,
742757,168, NEW, (null),5,5,9,,,
863437,26, NEW, (null),8,3,5,,,
763040,40, NEW, (null),3,3,4,,,
902060,0, NEW, (null),0,1,0,,,
801984,54, NEW, (null),0,1,3,,,
730609,216, NEW, (null),2,2,2,,,
854746,135, NEW, (null),24,5,11,,,
757288,9, NEW, (null),18,5,14,,,
896513,10, NEW, (null),3,2,2,,,
790920,0, NEW, (null),0,1,6,,,
840989,183, NEW, (null),7,5,6,,,
754210,1, NEW, (null),6,5,9,,,
887824,14, NEW, (null),44,6,8,,,
781179,273, NEW, (null),40,8,14,,,
750963,2, NEW, (null),4,4,5,,,
877332,8, NEW, (null),2,2,3,,,
770359,35, NEW, (null),1,2,2,,,
818113,146, NEW, (null),2,3,3,,,
746101,167, NEW, (null),4,3,7,,,
764478,230, NEW, (null),2,2,2,,,
903448,2, NEW, (null),2,2,2,,,
804597,0, NEW, (null),2,2,2,,,
733903,6, NEW, (null),1,2,1,,,
856699,8, NEW, (null),5,4,10,,,
757844,314, NEW, (null),1,1,6,,,
897247,14, NEW, (null),5,2,2,,,
844239,60, NEW, (null),16,4,1,,,
889168,1, NEW, (null),3,3,2,,,
783330,0, NEW, (null),0,1,2,,,
619054,562, NEW, (null),3,3,4,,,
832910,35, NEW, (null),2,2,3,,,
751764,19, NEW, (null),9,4,4,,,
879089,73, NEW, (null),22,6,7,,,
771216,1, NEW, (null),2,2,2,,,
748402,14, NEW, (null),4,3,3,,,
867690,58, NEW, (null),9,3,6,,,
765473,104, NEW, (null),4,4,5,,,
904563,0, NEW, (null),3,2,1,,,
807180,28, NEW, (null),4,4,7,,,
899155,0, NEW, (null),0,1,0,,,
794963,5, NEW, (null),0,1,1,,,
847101,71, NEW, (null),2,3,3,,,
755342,439, NEW, (null),5,5,5,,,
891048,0, NEW, (null),2,2,1,,,
834444,0, NEW, (null),3,4,3,,,
752985,70, NEW, (null),8,5,6,,,
881685,0, NEW, (null),1,2,3,,,
822820,196, NEW, (null),6,3,4,,,
749321,0, NEW, (null),2,3,3,,,
871090,0, NEW, (null),1,2,1,,,
766603,0, NEW, (null),0,1,0,,,
905699,1, NEW, (null),0,1,5,,,
810392,0, NEW, (null),0,1,0,,,
759743,279, NEW, (null),1,2,2,,,
899645,0, NEW, (null),0,1,2,,,
796848,7, NEW, (null),1,2,2,,,
756038,0, NEW, (null),1,2,8,,,
892843,31, NEW, (null),5,3,2,,,
753457,0, NEW, (null),0,1,0,,,
825173,6, NEW, (null),1,2,6,,,
872659,0, NEW, (null),0,1,8,,,
813236,3, NEW, (null),1,2,5,,,
740327,5, NEW, (null),5,5,9,,,
862695,0, NEW, (null),0,1,8,,,
761219,428, NEW, (null),4,3,5,,,
900804,0, NEW, (null),0,1,1,,,
799631,189, NEW, (null),22,7,8,,,
852082,0, NEW, (null),5,3,7,,,
788497,281, NEW, (null),15,7,9,,,
839129,0, NEW, (null),0,1,5,,,
753994,0, NEW, (null),0,1,0,,,
886119,0, NEW, (null),0,1,3,,,
779410,21, NEW, (null),1,1,6,,,
750701,8, NEW, (null),0,1,0,,,
874985,71, NEW, (null),18,4,4,,,
768972,123, NEW, (null),1,2,1,,,
815726,106, NEW, (null),4,3,9,,,
743186,84, NEW, (null),1,1,0,,,
863465,0, NEW, (null),1,2,4,,,
763093,0, NEW, (null),1,2,1,,,
902064,2, NEW, (null),4,2,3,,,
802003,0, NEW, (null),0,1,0,,,
902086,0, NEW, (null),1,2,2,,,
730739,339, NEW, (null),6,5,5,,,
854750,1, NEW, (null),1,2,2,,,
757315,2, NEW, (null),2,3,2,,,
896538,3, NEW, (null),1,2,1,,,
841157,26, NEW, (null),1,2,3,,,
754250,0, NEW, (null),2,2,3,,,
887834,11, NEW, (null),3,2,4,,,
781557,0, NEW, (null),0,1,6,,,
751033,0, NEW, (null),0,1,0,,,
877391,0, NEW, (null),0,1,2,,,
770373,0, NEW, (null),0,1,0,,,
818124,8, NEW, (null),3,3,3,,,
746105,8, NEW, (null),1,2,6,,,
865295,1, NEW, (null),2,1,2,,,
764553,0, NEW, (null),0,1,1,,,
903449,0, NEW, (null),0,1,1,,,
804920,0, NEW, (null),0,1,1,,,
734074,5, NEW, (null),2,3,10,,,
856715,136, NEW, (null),11,4,4,,,
757941,0, NEW, (null),1,2,1,,,
897250,9, NEW, (null),16,5,5,,,
792449,12, NEW, (null),5,3,3,,,
844338,61, NEW, (null),13,4,6,,,
754685,99, NEW, (null),1,2,2,,,
889200,0, NEW, (null),1,1,1,,,
783332,4, NEW, (null),2,3,4,,,
832917,0, NEW, (null),0,1,0,,,
879123,0, NEW, (null),0,1,0,,,
771399,0, NEW, (null),0,1,0,,,
819984,23, NEW, (null),0,1,1,,,
748457,0, NEW, (null),1,2,1,,,
867968,0, NEW, (null),1,2,6,,,
807186,126, NEW, (null),14,5,5,,,
736927,24, NEW, (null),8,7,9,,,
857965,0, NEW, (null),2,2,6,,,
899182,17, NEW, (null),1,2,3,,,
795188,0, NEW, (null),0,1,0,,,
847146,2, NEW, (null),2,2,4,,,
755343,114, NEW, (null),0,1,3,,,
891067,7, NEW, (null),0,1,3,,,
784759,285, NEW, (null),11,5,6,,,
834536,3, NEW, (null),0,1,0,,,
753015,2, NEW, (null),0,1,5,,,
881802,50, NEW, (null),4,3,1,,,
774227,0, NEW, (null),0,1,7,,,
822926,22, NEW, (null),1,1,3,,,
749322,376, NEW, (null),9,5,11,,,
766609,7, NEW, (null),7,3,2,,,
905703,0, NEW, (null),3,3,4,,,
810471,184, NEW, (null),16,4,4,,,
860480,21, NEW, (null),3,3,1,,,
899814,0, NEW, (null),0,1,0,,,
797565,36, NEW, (null),2,3,3,,,
892867,0, NEW, (null),1,2,1,,,
787427,53, NEW, (null),10,4,3,,,
837133,119, NEW, (null),3,2,1,,,
753524,0, NEW, (null),1,1,0,,,
776514,0, NEW, (null),2,2,9,,,
750398,0, NEW, (null),1,1,0,,,
872754,1, NEW, (null),2,1,1,,,
813312,50, NEW, (null),9,4,3,,,
862793,121, NEW, (null),4,4,20,,,
761292,0, NEW, (null),0,1,1,,,
901059,10, NEW, (null),4,2,4,,,
799880,68, NEW, (null),5,3,3,,,
895685,0, NEW, (null),0,1,0,,,
839184,149, NEW, (null),1,2,2,,,
753998,0, NEW, (null),1,2,1,,,
886256,0, NEW, (null),1,2,4,,,
779460,0, NEW, (null),0,1,1,,,
750703,8, NEW, (null),0,1,0,,,
875351,4, NEW, (null),3,2,6,,,
768999,16, NEW, (null),3,2,3,,,
816178,11, NEW, (null),5,4,7,,,
743435,12, NEW, (null),3,2,1,,,
863469,111, NEW, (null),0,1,0,,,
763201,0, NEW, (null),2,2,2,,,
763202,1, NEW, (null),2,1,4,,,
902138,8, NEW, (null),2,2,2,,,
802045,73, NEW, (null),1,2,6,,,
731370,528, NEW, (null),0,1,4,,,
854837,126, NEW, (null),2,2,3,,,
757317,206, NEW, (null),1,1,3,,,
896557,25, NEW, (null),12,2,2,,,
790974,251, NEW, (null),1,2,6,,,
717774,566, NEW, (null),4,5,16,,,
841255,119, NEW, (null),1,2,1,,,
754274,112, NEW, (null),4,3,7,,,
888011,47, NEW, (null),7,4,4,,,
830338,0, NEW, (null),0,1,2,,,
877737,68, NEW, (null),2,2,6,,,
770507,83, NEW, (null),3,3,8,,,
818438,127, NEW, (null),3,2,7,,,
746192,6, NEW, (null),5,3,9,,,
865299,0, NEW, (null),0,1,1,,,
764621,1, NEW, (null),10,3,2,,,
903473,6, NEW, (null),3,4,5,,,
804940,132, NEW, (null),4,4,4,,,
734164,33, NEW, (null),3,3,5,,,
856791,0, NEW, (null),1,2,2,,,
758005,1, NEW, (null),3,3,3,,,
897252,2, NEW, (null),5,2,1,,,
792461,0, NEW, (null),1,2,1,,,
844408,0, NEW, (null),0,1,0,,,
754765,0, NEW, (null),0,1,0,,,
889351,41, NEW, (null),2,2,2,,,
783336,0, NEW, (null),1,2,3,,,
671993,275, NEW, (null),3,3,8,,,
832990,30, NEW, (null),0,1,1,,,
751851,0, NEW, (null),1,2,1,,,
879490,0, NEW, (null),2,2,1,,,
820336,118, NEW, (null),50,7,6,,,
748488,293, NEW, (null),3,4,9,,,
868230,0, NEW, (null),2,2,1,,,
765576,1, NEW, (null),4,3,2,,,
904681,1, NEW, (null),0,1,2,,,
807309,4, NEW, (null),6,4,3,,,
737020,512, NEW, (null),1,2,2,,,
858483,115, NEW, (null),10,4,9,,,
899183,15, NEW, (null),2,3,2,,,
795297,0, NEW, (null),2,3,6,,,
847315,4, NEW, (null),2,1,3,,,
755360,0, NEW, (null),1,2,7,,,
891084,14, NEW, (null),3,2,6,,,
784818,0, NEW, (null),0,1,0,,,
753023,29, NEW, (null),1,1,0,,,
881819,0, NEW, (null),2,2,1,,,
774280,2, NEW, (null),0,1,3,,,
871221,0, NEW, (null),3,2,4,,,
766619,0, NEW, (null),0,1,0,,,
905729,0, NEW, (null),1,2,2,,,
810606,0, NEW, (null),0,1,0,,,
860763,4, NEW, (null),1,2,3,,,
900091,5, NEW, (null),0,1,1,,,
797662,4, NEW, (null),0,1,3,,,
849631,0, NEW, (null),0,1,0,,,
756074,27, NEW, (null),5,5,5,,,
892924,0, NEW, (null),0,1,2,,,
787494,12, NEW, (null),4,4,4,,,
837233,0, NEW, (null),0,1,2,,,
753525,187, NEW, (null),5,2,5,,,
883861,0, NEW, (null),3,3,7,,,
776781,146, NEW, (null),10,3,6,,,
825458,8, NEW, (null),1,2,2,,,
750615,0, NEW, (null),0,1,0,,,
872984,11, NEW, (null),3,3,6,,,
813315,0, NEW, (null),0,1,0,,,
862794,76, NEW, (null),14,4,6,,,
761312,270, NEW, (null),2,3,4,,,
901151,3, NEW, (null),5,3,1,,,
799936,176, NEW, (null),9,4,7,,,
756866,372, NEW, (null),33,8,11,,,
895707,0, NEW, (null),0,1,0,,,
788921,176, NEW, (null),13,6,8,,,
715230,495, NEW, (null),1,2,8,,,
839587,0, NEW, (null),0,1,2,,,
754004,0, NEW, (null),1,1,0,,,
886359,0, NEW, (null),1,2,1,,,
779698,254, NEW, (null),1,2,3,,,
827361,196, NEW, (null),4,4,4,,,
750705,8, NEW, (null),0,1,0,,,
875516,3, NEW, (null),2,2,3,,,
769176,192, NEW, (null),1,2,2,,,
816553,0, NEW, (null),0,1,0,,,
743644,0, NEW, (null),1,1,5,,,
863553,103, NEW, (null),10,3,3,,,
863557,97, NEW, (null),0,1,5,,,
902258,5, NEW, (null),0,1,2,,,
802118,0, NEW, (null),2,3,2,,,
854872,1, NEW, (null),6,2,7,,,
757323,13, NEW, (null),7,3,3,,,
896560,23, NEW, (null),6,2,2,,,
791187,0, NEW, (null),0,1,7,,,
841278,5, NEW, (null),2,3,4,,,
754312,247, NEW, (null),3,4,6,,,
781661,0, NEW, (null),1,1,1,,,
830756,0, NEW, (null),0,1,1,,,
751182,5, NEW, (null),3,3,2,,,
877870,13, NEW, (null),25,4,4,,,
770511,402, NEW, (null),1,2,3,,,
818577,0, NEW, (null),0,1,3,,,
746613,0, NEW, (null),0,1,1,,,
865637,0, NEW, (null),0,1,4,,,
764622,93, NEW, (null),5,4,3,,,
903478,3, NEW, (null),7,2,1,,,
805094,0, NEW, (null),1,2,1,,,
734356,20, NEW, (null),18,7,11,,,
856807,21, NEW, (null),27,4,2,,,
758146,322, NEW, (null),4,2,3,,,
897274,2, NEW, (null),3,2,1,,,
792469,0, NEW, (null),0,1,0,,,
844414,121, NEW, (null),7,5,4,,,
754831,0, NEW, (null),0,1,0,,,
889355,6, NEW, (null),5,2,2,,,
783361,48, NEW, (null),6,4,4,,,
673253,658, NEW, (null),5,4,9,,,
833113,146, NEW, (null),3,3,5,,,
751855,4, NEW, (null),1,2,7,,,
879623,57, NEW, (null),15,5,8,,,
771752,2, NEW, (null),5,3,3,,,
820473,3, NEW, (null),4,3,2,,,
748575,120, NEW, (null),16,4,5,,,
868341,90, NEW, (null),16,4,5,,,
765677,79, NEW, (null),12,8,13,,,
904684,0, NEW, (null),3,3,3,,,
807322,288, NEW, (null),1,2,8,,,
858641,0, NEW, (null),0,1,0,,,
899185,0, NEW, (null),0,1,1,,,
847392,0, NEW, (null),1,2,1,,,
755379,5, NEW, (null),7,4,3,,,
785825,184, NEW, (null),1,2,1,,,
834644,0, NEW, (null),3,3,2,,,
753096,2, NEW, (null),1,2,2,,,
881820,2, NEW, (null),2,2,2,,,
774309,282, NEW, (null),15,12,18,,,
823321,51, NEW, (null),0,1,1,,,
749414,308, NEW, (null),2,2,4,,,
871675,0, NEW, (null),0,1,2,,,
905759,0, NEW, (null),4,2,4,,,
811186,6, NEW, (null),2,2,2,,,
738735,2, NEW, (null),5,5,8,,,
900105,0, NEW, (null),0,1,1,,,
893289,15, NEW, (null),6,3,2,,,
787540,0, NEW, (null),3,4,4,,,
837274,132, NEW, (null),9,7,11,,,
753555,0, NEW, (null),2,3,6,,,
884438,0, NEW, (null),0,1,0,,,
777902,13, NEW, (null),4,3,4,,,
825483,0, NEW, (null),1,2,2,,,
873112,11, NEW, (null),3,3,7,,,
767869,29, NEW, (null),4,3,6,,,
813379,13, NEW, (null),2,3,5,,,
740564,41, NEW, (null),3,2,3,,,
862796,102, NEW, (null),24,6,7,,,
761588,0, NEW, (null),0,1,1,,,
