BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
714, 445, RESOLVED, FIXED, 9, 5, 3,NEW > ASSIGNED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, , 
4446, 1, RESOLVED, FIXED, 5, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
4505, 0, RESOLVED, WORKSFORME, 5, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4621, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4560, 1585, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4734, 1573, RESOLVED, WORKSFORME, 18, 5, 0,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME > --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
4766, 1, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4800, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2986, 1752, RESOLVED, WORKSFORME, 8, 5, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4885, 1, RESOLVED, WORKSFORME, 11, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
4908, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3065, 1742, RESOLVED, WORKSFORME, 20, 6, 3,NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, , 
4931, 183, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
4798, 1566, RESOLVED, WORKSFORME, 5, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > REMIND > --- > WORKSFORME, NEW (---) > RESOLVED (REMIND) > REOPENED (---) > RESOLVED (WORKSFORME) , 
5137, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5235, 35, RESOLVED, FIXED, 10, 4, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
5243, 1523, RESOLVED, WORKSFORME, 15, 4, 0,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME > --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
5273, 1520, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5293, 1, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5208, 1528, RESOLVED, WORKSFORME, 3, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5374, 1509, CLOSED, WORKSFORME, 2, 2, 0,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
3842, 1657, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3474, 1702, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3132, 1736, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2778, 1770, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5442, 1502, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5687, 98, RESOLVED, WORKSFORME, 8, 4, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5683, 21, RESOLVED, FIXED, 9, 4, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
3661, 1679, RESOLVED, WORKSFORME, 8, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3637, 1681, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5725, 0, RESOLVED, FIXED, 3, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
5730, 1, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3673, 200, RESOLVED, WORKSFORME, 4, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5661, 1486, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1540, 1915, RESOLVED, FIXED, 6, 3, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
5823, 1472, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5848, 1470, RESOLVED, WORKSFORME, 4, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5884, 1467, CLOSED, WORKSFORME, 6, 2, 0,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
5892, 1466, RESOLVED, WORKSFORME, 5, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5896, 1466, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5870, 1468, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5943, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5999, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2828, 308, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6028, 1456, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6037, 218, RESOLVED, FIXED, 12, 4, 1,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
6085, 420, RESOLVED, FIXED, 13, 7, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
6080, 1, RESOLVED, WORKSFORME, 6, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6118, 3, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1684, 1891, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6159, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6063, 1452, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6171, 229, RESOLVED, FIXED, 5, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (FIXED) , 
4757, 1570, RESOLVED, WORKSFORME, 6, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6264, 1435, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6282, 17, RESOLVED, WORKSFORME, 7, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6105, 1449, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6289, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5580, 66, CLOSED, WORKSFORME, 3, 2, 0,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
6395, 1423, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6474, 1417, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6483, 123, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
6034, 1455, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3112, 2018, RESOLVED, FIXED, 14, 11, 9,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
2727, 362, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6544, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6578, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6647, 1403, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6649, 1403, RESOLVED, WORKSFORME, 4, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6645, 1403, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6960, 2247, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6031, 86, RESOLVED, WORKSFORME, 14, 7, 0,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
7052, 0, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
7067, 1365, CLOSED, WORKSFORME, 5, 3, 0,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
7119, 1359, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7120, 1359, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7156, 1355, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7159, 1355, RESOLVED, WORKSFORME, 4, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7168, 0, RESOLVED, WORKSFORME, 5, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7202, 1, RESOLVED, WORKSFORME, 5, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
7227, 1349, CLOSED, WORKSFORME, 4, 4, 0,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
7223, 1, RESOLVED, FIXED, 4, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
6792, 60, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6547, 82, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6594, 84, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7491, 115, CLOSED, WORKSFORME, 21, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED > CLOSED, --- > WORKSFORME > --- > WORKSFORME, , 
7509, 901, RESOLVED, FIXED, 13, 7, 2,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED > --- > WONTFIX > --- > FIXED > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WONTFIX) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (FIXED) , 
1067, 1981, RESOLVED, WORKSFORME, 9, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6685, 91, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7674, 1299, RESOLVED, WORKSFORME, 8, 4, 0,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > DUPLICATE > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (DUPLICATE) > REOPENED (---) > RESOLVED (WORKSFORME) , 
7595, 1023, RESOLVED, WORKSFORME, 10, 4, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
7725, 1296, RESOLVED, WORKSFORME, 7, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7678, 5, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7760, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7763, 1292, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7805, 1287, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8035, 1267, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8064, 0, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5430, 240, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8085, 1262, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4807, 315, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
8273, 0, RESOLVED, WORKSFORME, 5, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8442, 0, RESOLVED, WORKSFORME, 5, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1763, 1875, RESOLVED, WORKSFORME, 27, 15, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
5920, 1464, RESOLVED, WORKSFORME, 7, 5, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8192, 39, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8469, 20, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8789, 1204, RESOLVED, FIXED, 3, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
8791, 1204, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8730, 1890, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8909, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9048, 1179, CLOSED, WORKSFORME, 8, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED > CLOSED, --- > WORKSFORME > --- > WORKSFORME, , 
9050, 1179, CLOSED, WORKSFORME, 7, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > CLOSED, --- > INVALID > --- > INVALID > --- > WORKSFORME, , 
9049, 1179, CLOSED, WORKSFORME, 6, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > CLOSED, --- > FIXED > --- > INVALID > --- > WORKSFORME, , 
8966, 9, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9183, 1166, CLOSED, WORKSFORME, 12, 3, 1,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
7259, 1345, RESOLVED, WORKSFORME, 4, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8722, 1209, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6757, 1395, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9076, 1177, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3766, 1667, RESOLVED, WORKSFORME, 2, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4566, 442, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6717, 1398, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4449, 454, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6821, 259, RESOLVED, WORKSFORME, 5, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9571, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9583, 12, CLOSED, WORKSFORME, 20, 6, 1,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
9066, 1178, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9700, 1115, RESOLVED, WORKSFORME, 3, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9766, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9809, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9433, 40, RESOLVED, WORKSFORME, 9, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9867, 1101, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9870, 1100, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9245, 70, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10010, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2332, 1805, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8541, 148, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3426, 1706, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
8860, 1198, RESOLVED, WORKSFORME, 6, 4, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10172, 2129, RESOLVED, FIXED, 30, 15, 14,NEW > RESOLVED > REOPENED > NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED > --- > FIXED > --- > FIXED, , 
10210, 1069, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7767, 1292, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10228, 1068, RESOLVED, FIXED, 3, 3, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
317, 1026, RESOLVED, WORKSFORME, 5, 6, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
372, 2080, RESOLVED, WORKSFORME, 13, 6, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8626, 1217, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10349, 26, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10441, 19, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10881, 1008, RESOLVED, WORKSFORME, 14, 3, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
9038, 182, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11113, 93, RESOLVED, FIXED, 5, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
7941, 1276, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11440, 0, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11501, 0, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12176, 0, RESOLVED, WORKSFORME, 6, 4, 3,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED > WORKSFORME, , 
