BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
4149, 1488, RESOLVED, WORKSFORME, 6, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
15850, 617, RESOLVED, WORKSFORME, 2, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
26983, 0, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
15933, 852, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
19075, 764, RESOLVED, WORKSFORME, 4, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
25280, 734, RESOLVED, FIXED, 5, 5, 5,NEW > RESOLVED, --- > WORKSFORME > FIXED, , 
26034, 727, RESOLVED, WORKSFORME, 9, 7, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
23954, 909, RESOLVED, WORKSFORME, 5, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2856, 2064, RESOLVED, WORKSFORME, 8, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
13847, 1550, RESOLVED, WORKSFORME, 8, 4, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
22975, 1093, REOPENED, (null), 8, 3, 3,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
23546, 1044, REOPENED, (null), 5, 2, 3,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > WORKSFORME > --- > INVALID > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (INVALID) > REOPENED (---) , 
8122, 1682, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
22579, 898, RESOLVED, WORKSFORME, 3, 4, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
18633, 1509, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
29612, 262, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3922, 2776, RESOLVED, WORKSFORME, 34, 10, 9,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > ASSIGNED > RESOLVED, --- > DUPLICATE > --- > FIXED > --- > DUPLICATE > --- > WORKSFORME, , 
9330, 2154, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
22980, 1178, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
20831, 1257, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
37882, 285, RESOLVED, WORKSFORME, 4, 3, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
48019, 13, RESOLVED, WORKSFORME, 15, 3, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
24737, 1047, RESOLVED, WORKSFORME, 9, 6, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9681, 2278, RESOLVED, WORKSFORME, 5, 6, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > LATER > --- > WORKSFORME, NEW (---) > RESOLVED (LATER) > REOPENED (---) > RESOLVED (WORKSFORME) , 
22, 8, RESOLVED, WORKSFORME, 1, 2, 1,NEW > ASSIGNED > NEW > RESOLVED, --- > WORKSFORME, , 
1672, 2446, RESOLVED, FIXED, 6, 6, 6,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
2831, 2880, REOPENED, (null), 35, 17, 25,NEW > RESOLVED > REOPENED > NEW > ASSIGNED > NEW > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > WORKSFORME > --- > FIXED > --- > FIXED > ---, , 
4271, 2667, RESOLVED, WORKSFORME, 6, 4, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
4561, 2179, REOPENED, (null), 5, 4, 2,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
4816, 742, RESOLVED, FIXED, 10, 6, 1,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
6263, 1769, REOPENED, (null), 12, 6, 5,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > INVALID > --- > WORKSFORME > ---, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
6380, 1, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5207, 2566, RESOLVED, WORKSFORME, 12, 7, 3,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
7609, 1799, REOPENED, (null), 9, 6, 2,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > WORKSFORME > --- > INVALID > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (INVALID) > REOPENED (---) , 
6727, 133, RESOLVED, WORKSFORME, 0, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8158, 2201, REOPENED, (null), 6, 2, 1,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
8905, 1193, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9673, 3, RESOLVED, WORKSFORME, 5, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9866, 1435, REOPENED, (null), 5, 3, 2,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
13045, 1219, REOPENED, (null), 8, 5, 3,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > WORKSFORME > --- > WONTFIX > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WONTFIX) > REOPENED (---) , 
6319, 642, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13180, 1735, REOPENED, (null), 10, 4, 2,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
8932, 1641, RESOLVED, FIXED, 6, 6, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
18274, 744, REOPENED, (null), 11, 4, 4,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
24074, 998, REOPENED, (null), 12, 7, 6,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > WORKSFORME > --- > INVALID > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (INVALID) > REOPENED (---) , 
24176, 304, REOPENED, (null), 3, 2, 2,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
16700, 971, RESOLVED, FIXED, 11, 4, 3,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
9724, 1478, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
24225, 300, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3621, 2046, RESOLVED, WORKSFORME, 12, 4, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) , 
29223, 189, REOPENED, (null), 9, 4, 8,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
28603, 81, RESOLVED, WORKSFORME, 7, 5, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5649, 1945, REOPENED, (null), 7, 6, 7,NEW > ASSIGNED > NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, , 
6974, 1796, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7843, 1706, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8446, 1653, RESOLVED, WORKSFORME, 15, 5, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7446, 1747, RESOLVED, WORKSFORME, 11, 4, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) , 
2469, 2217, RESOLVED, WORKSFORME, 4, 5, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7438, 1752, RESOLVED, WORKSFORME, 9, 5, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7679, 1727, RESOLVED, WORKSFORME, 2, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10248, 1495, RESOLVED, WORKSFORME, 2, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
16840, 942, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
17113, 1608, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13833, 1881, RESOLVED, WORKSFORME, 4, 3, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
18039, 966, RESOLVED, WORKSFORME, 6, 4, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
24204, 516, RESOLVED, WORKSFORME, 13, 7, 7,NEW > RESOLVED, --- > LATER > WORKSFORME, , 
26169, 503, REOPENED, (null), 6, 5, 3,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
751, 2666, RESOLVED, WORKSFORME, 14, 9, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
120, 2733, RESOLVED, WORKSFORME, 16, 10, 8,NEW > RESOLVED > REOPENED > RESOLVED, --- > LATER > --- > WORKSFORME, NEW (---) > RESOLVED (LATER) > REOPENED (---) > RESOLVED (WORKSFORME) , 
14257, 1355, RESOLVED, WORKSFORME, 5, 4, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
34713, 5, RESOLVED, WORKSFORME, 5, 4, 5,NEW > RESOLVED, --- > LATER > WORKSFORME, , 
33689, 205, RESOLVED, FIXED, 7, 2, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
35891, 0, RESOLVED, WORKSFORME, 6, 4, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
36134, 5, RESOLVED, WORKSFORME, 3, 2, 2,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
35929, 30, RESOLVED, WORKSFORME, 3, 2, 2,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
36065, 34, RESOLVED, WORKSFORME, 3, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
34759, 90, RESOLVED, WORKSFORME, 5, 3, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4723, 2374, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8555, 2022, RESOLVED, WORKSFORME, 7, 5, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
24975, 695, RESOLVED, WORKSFORME, 1, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2921, 2573, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
21556, 1009, RESOLVED, WORKSFORME, 6, 3, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
17899, 1302, RESOLVED, WORKSFORME, 4, 5, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
34426, 233, RESOLVED, WORKSFORME, 5, 3, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
17100, 1362, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
17294, 1361, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
41735, 100, NEW, (null), 4, 2, 3,NEW > RESOLVED > REOPENED > ASSIGNED > NEW, --- > WORKSFORME > ---, , 
24502, 1004, RESOLVED, WORKSFORME, 14, 7, 12,NEW > RESOLVED, --- > LATER > WORKSFORME, , 
37973, 191, RESOLVED, WORKSFORME, 3, 3, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
21581, 1305, RESOLVED, WORKSFORME, 6, 4, 3,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
39336, 177, RESOLVED, WORKSFORME, 7, 4, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5118, 2668, RESOLVED, WORKSFORME, 8, 7, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9500, 2170, RESOLVED, WORKSFORME, 2, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9879, 2134, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12357, 1911, RESOLVED, WORKSFORME, 8, 5, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1665, 2938, RESOLVED, WORKSFORME, 6, 4, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
25234, 924, RESOLVED, WORKSFORME, 5, 5, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
16928, 1545, RESOLVED, WORKSFORME, 4, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
39413, 232, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
32684, 494, RESOLVED, WORKSFORME, 8, 5, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
47278, 117, REOPENED, (null), 5, 5, 11,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
21281, 1331, RESOLVED, WORKSFORME, 1, 2, 2,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
48823, 2, RESOLVED, WORKSFORME, 4, 3, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
38240, 397, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
383, 1155, CLOSED, WORKSFORME, 3, 2, 0,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
117, 26, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
841, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
882, 2007, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1091, 1978, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1519, 1917, RESOLVED, FIXED, 18, 8, 3,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
3850, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2341, 2247, RESOLVED, WORKSFORME, 9, 3, 4,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
2739, 1773, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3571, 2053, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
6084, 1451, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7744, 2356, RESOLVED, WONTFIX, 10, 7, 2,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME > --- > WONTFIX, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WONTFIX) , 
7818, 1286, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8053, 1264, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8184, 1254, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8384, 1236, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8476, 1227, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8630, 1217, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8779, 1205, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8106, 1261, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8974, 1186, RESOLVED, WORKSFORME, 0, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8412, 1233, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9450, 1142, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7894, 1279, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8107, 1261, CLOSED, WORKSFORME, 3, 3, 1,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
10700, 1024, RESOLVED, WORKSFORME, 15, 5, 1,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > DUPLICATE > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (DUPLICATE) > REOPENED (---) > RESOLVED (WORKSFORME) , 
10879, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3188, 943, RESOLVED, WORKSFORME, 5, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1864, 2990, REOPENED, (null), 59, 29, 29,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > WONTFIX > --- > WONTFIX > --- > WONTFIX > WORKSFORME > WONTFIX > --- > FIXED > WONTFIX > ---, , 
14972, 3, RESOLVED, FIXED, 4, 3, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
7902, 1279, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
15229, 634, RESOLVED, WORKSFORME, 10, 3, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > DUPLICATE > --- > WORKSFORME, NEW (---) > RESOLVED (DUPLICATE) > REOPENED (---) > RESOLVED (WORKSFORME) , 
11016, 1896, REOPENED, (null), 2, 2, 0,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
8411, 873, RESOLVED, WORKSFORME, 5, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
17733, 789, REOPENED, (null), 19, 4, 2,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > INVALID > --- > INVALID > --- > WORKSFORME > ---, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
6274, 1144, RESOLVED, WORKSFORME, 3, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6568, 1125, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
25190, 209, REOPENED, (null), 11, 7, 6,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
10060, 1438, RESOLVED, WORKSFORME, 4, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13285, 1826, REOPENED, (null), 6, 6, 5,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
6710, 1821, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6922, 1802, RESOLVED, WORKSFORME, 4, 5, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10267, 1488, RESOLVED, WORKSFORME, 4, 5, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
16027, 1221, RESOLVED, WORKSFORME, 2, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
18550, 815, RESOLVED, WORKSFORME, 2, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
24263, 459, REOPENED, (null), 4, 3, 3,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
33165, 359, RESOLVED, FIXED, 12, 6, 6,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (FIXED) , 
34343, 25, RESOLVED, WORKSFORME, 2, 1, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
28863, 773, RESOLVED, WORKSFORME, 9, 4, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5437, 2304, REOPENED, (null), 5, 4, 2,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
332, 3210, RESOLVED, WORKSFORME, 24, 18, 13,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WONTFIX > WORKSFORME, , 
