BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
21638, 0, RESOLVED, FIXED, 2, 2, 1,
22537, 4, RESOLVED, FIXED, 3, 2, 2,
23002, 1104, RESOLVED, FIXED, 11, 4, 5,
23422, 2, RESOLVED, FIXED, 2, 3, 5,
23688, 4, RESOLVED, FIXED, 7, 4, 6,
24491, 1062, RESOLVED, FIXED, 7, 7, 7,
24517, 1, RESOLVED, FIXED, 2, 2, 4,
25403, 181, NEW, (null), 10, 4, 5,
25574, 164, RESOLVED, FIXED, 2, 3, 4,
25647, 1004, NEW, (null), 12, 8, 9,
26661, 124, RESOLVED, FIXED, 11, 6, 6,
26835, 450, RESOLVED, FIXED, 6, 2, 4,
27111, 809, RESOLVED, FIXED, 5, 4, 5,
27161, 436, NEW, (null), 2, 2, 3,
27329, 0, RESOLVED, FIXED, 1, 2, 4,
27639, 602, REOPENED, (null), 10, 4, 4,
27809, 1, RESOLVED, FIXED, 1, 1, 1,
28556, 59, RESOLVED, FIXED, 4, 5, 4,
28615, 362, RESOLVED, FIXED, 1, 2, 2,
28631, 361, RESOLVED, FIXED, 10, 7, 5,
28762, 76, RESOLVED, FIXED, 7, 2, 3,
28885, 4, RESOLVED, FIXED, 4, 2, 4,
28954, 540, NEW, (null), 3, 4, 7,
28986, 701, NEW, (null), 1, 2, 6,
29284, 476, NEW, (null), 2, 3, 6,
29874, 4, RESOLVED, FIXED, 1, 2, 2,
30192, 73, RESOLVED, FIXED, 27, 8, 8,
30588, 698, NEW, (null), 7, 5, 8,
30906, 233, NEW, (null), 2, 2, 5,
31257, 227, NEW, (null), 0, 1, 5,
31282, 3, RESOLVED, FIXED, 3, 2, 3,
31366, 354, NEW, (null), 6, 5, 7,
31504, 328, NEW, (null), 24, 9, 10,
31535, 39, RESOLVED, FIXED, 3, 2, 3,
31719, 79, RESOLVED, FIXED, 7, 6, 6,
31720, 404, RESOLVED, FIXED, 5, 3, 4,
31943, 0, NEW, (null), 1, 1, 3,
31944, 8, RESOLVED, FIXED, 4, 3, 4,
32031, 59, NEW, (null), 10, 4, 4,
32192, 0, NEW, (null), 7, 3, 5,
32785, 4, RESOLVED, FIXED, 10, 3, 3,
32986, 1, NEW, (null), 3, 2, 4,
33447, 0, RESOLVED, FIXED, 1, 2, 3,
33846, 18, RESOLVED, FIXED, 4, 3, 5,
34041, 128, RESOLVED, FIXED, 14, 7, 8,
34231, 178, RESOLVED, FIXED, 6, 2, 4,
34238, 473, NEW, (null), 6, 5, 5,
34863, 0, RESOLVED, FIXED, 4, 3, 3,
34952, 1, NEW, (null), 0, 1, 3,
35576, 5, RESOLVED, FIXED, 5, 4, 5,
35607, 454, NEW, (null), 5, 5, 5,
38429, 385, PATCH_TO_REVIEW, (null), 7, 4, 4,
39012, 291, NEW, (null), 9, 6, 8,
39805, 126, NEW, (null), 0, 1, 2,
40166, 204, NEW, (null), 3, 2, 4,
42368, 25, NEW, (null), 2, 1, 2,
42597, 131, NEW, (null), 9, 4, 3,
44269, 170, REOPENED, (null), 8, 4, 9,
44295, 60, NEW, (null), 1, 2, 5,
44428, 193, NEW, (null), 3, 2, 6,
44523, 81, RESOLVED, FIXED, 1, 1, 3,
45663, 143, PATCH_TO_REVIEW, (null), 3, 2, 4,
45903, 138, RESOLVED, FIXED, 4, 2, 5,
46749, 86, NEW, (null), 5, 4, 4,
48321, 0, NEW, (null), 6, 4, 5,
48636, 36, NEW, (null), 5, 3, 4,
49118, 41, NEW, (null), 0, 1, 7,
49391, 1, NEW, (null), 0, 1, 2,
49629, 10, NEW, (null), 5, 3, 4,
49670, 9, NEW, (null), 0, 1, 4,
51383, 0, NEW, (null), 0, 1, 4,
52660, 0, NEW, (null), 3, 3, 7,
19, 281, CLOSED, FIXED, 2, 3, 1,
23, 2100, CLOSED, FIXED, 4, 4, 2,
24, 281, CLOSED, FIXED, 2, 2, 1,
28, 2100, RESOLVED, FIXED, 4, 3, 2,
31, 42, RESOLVED, FIXED, 0, 1, 1,
32, 293, RESOLVED, FIXED, 7, 6, 3,
36, 2809, RESOLVED, FIXED, 3, 3, 2,
37, 47, RESOLVED, FIXED, 1, 2, 2,
52, 2099, RESOLVED, FIXED, 1, 2, 0,
83, 34, RESOLVED, FIXED, 2, 3, 1,
86, 1, RESOLVED, FIXED, 3, 2, 2,
94, 308, RESOLVED, FIXED, 4, 5, 1,
119, 150, RESOLVED, FIXED, 4, 3, 2,
240, 2085, RESOLVED, FIXED, 3, 1, 4,
255, 1, RESOLVED, FIXED, 2, 3, 1,
289, 2080, RESOLVED, FIXED, 8, 4, 1,
293, 398, RESOLVED, FIXED, 2, 2, 1,
318, 2080, RESOLVED, FIXED, 1, 2, 1,
321, 1109, RESOLVED, FIXED, 3, 4, 2,
335, 175, RESOLVED, FIXED, 1, 2, 1,
340, 2080, RESOLVED, FIXED, 4, 4, 3,
344, 1298, RESOLVED, FIXED, 1, 2, 1,
348, 801, RESOLVED, FIXED, 1, 2, 1,
351, 1463, RESOLVED, FIXED, 1, 2, 3,
355, 39, RESOLVED, FIXED, 0, 1, 1,
357, 2080, RESOLVED, FIXED, 2, 3, 1,
392, 2077, RESOLVED, FIXED, 2, 2, 1,
394, 2077, RESOLVED, FIXED, 3, 2, 1,
396, 2077, RESOLVED, FIXED, 1, 2, 1,
407, 2076, RESOLVED, FIXED, 1, 1, 1,
409, 2076, RESOLVED, FIXED, 0, 1, 1,
438, 203, RESOLVED, FIXED, 5, 3, 0,
439, 30, RESOLVED, FIXED, 1, 2, 0,
585, 1177, RESOLVED, FIXED, 5, 4, 2,
630, 2050, RESOLVED, FIXED, 0, 1, 0,
676, 313, RESOLVED, FIXED, 1, 1, 1,
688, 2041, RESOLVED, FIXED, 8, 4, 1,
719, 2038, RESOLVED, FIXED, 9, 6, 0,
762, 371, RESOLVED, FIXED, 2, 1, 0,
767, 2029, RESOLVED, FIXED, 4, 4, 4,
871, 2009, RESOLVED, FIXED, 3, 3, 1,
907, 2004, CLOSED, FIXED, 2, 1, 1,
940, 1997, RESOLVED, FIXED, 2, 2, 0,
991, 1988, RESOLVED, FIXED, 4, 3, 0,
995, 1988, RESOLVED, FIXED, 2, 1, 0,
1011, 1986, RESOLVED, FIXED, 1, 2, 0,
1042, 1983, RESOLVED, FIXED, 4, 4, 1,
1083, 73, RESOLVED, FIXED, 3, 4, 0,
1109, 1976, RESOLVED, FIXED, 27, 10, 4,
1138, 3088, RESOLVED, FIXED, 6, 4, 2,
1164, 1969, RESOLVED, FIXED, 1, 2, 1,
1196, 2720, RESOLVED, FIXED, 18, 7, 5,
1228, 31, RESOLVED, FIXED, 4, 3, 0,
1264, 1956, RESOLVED, FIXED, 4, 2, 0,
1270, 1956, RESOLVED, FIXED, 0, 1, 1,
1343, 1944, RESOLVED, FIXED, 6, 2, 2,
1414, 1895, RESOLVED, FIXED, 11, 6, 5,
1573, 1908, RESOLVED, FIXED, 2, 3, 1,
1624, 1899, RESOLVED, FIXED, 1, 2, 0,
1641, 1895, RESOLVED, FIXED, 1, 1, 0,
1679, 1892, RESOLVED, FIXED, 4, 4, 3,
1694, 1888, RESOLVED, FIXED, 1, 2, 0,
1735, 274, RESOLVED, FIXED, 5, 2, 3,
1746, 1878, RESOLVED, FIXED, 9, 3, 0,
1749, 1877, RESOLVED, FIXED, 4, 3, 0,
1788, 1871, RESOLVED, FIXED, 1, 2, 1,
1880, 1585, RESOLVED, FIXED, 3, 4, 3,
1881, 1858, RESOLVED, FIXED, 1, 2, 0,
1931, 1851, RESOLVED, FIXED, 2, 2, 0,
1934, 1850, RESOLVED, FIXED, 2, 3, 0,
1945, 1848, RESOLVED, FIXED, 4, 3, 0,
1949, 1848, CLOSED, FIXED, 2, 2, 0,
1989, 1844, RESOLVED, FIXED, 6, 2, 0,
1994, 0, RESOLVED, FIXED, 2, 2, 0,
2008, 1843, RESOLVED, FIXED, 6, 4, 1,
2088, 1012, RESOLVED, FIXED, 7, 3, 2,
2334, 1805, RESOLVED, FIXED, 6, 2, 0,
2422, 2046, RESOLVED, FIXED, 3, 4, 1,
2479, 517, RESOLVED, FIXED, 3, 3, 0,
2569, 1782, RESOLVED, FIXED, 8, 2, 0,
2631, 1779, RESOLVED, FIXED, 1, 2, 0,
2658, 1778, RESOLVED, FIXED, 16, 8, 8,
2659, 0, RESOLVED, FIXED, 1, 2, 1,
2742, 1772, RESOLVED, FIXED, 3, 3, 0,
2878, 1764, RESOLVED, FIXED, 6, 3, 0,
2884, 1763, RESOLVED, FIXED, 1, 1, 0,
2979, 1753, RESOLVED, FIXED, 3, 3, 0,
3000, 534, RESOLVED, FIXED, 16, 8, 4,
3079, 1740, RESOLVED, FIXED, 4, 4, 1,
3178, 1731, RESOLVED, FIXED, 20, 3, 1,
3257, 1725, RESOLVED, FIXED, 2, 2, 0,
3269, 901, RESOLVED, FIXED, 2, 2, 0,
3307, 1718, RESOLVED, FIXED, 7, 4, 1,
3407, 1708, RESOLVED, FIXED, 5, 4, 0,
3623, 5, RESOLVED, FIXED, 2, 3, 1,
3636, 1681, RESOLVED, FIXED, 2, 2, 0,
3649, 1680, RESOLVED, FIXED, 1, 2, 0,
3684, 1676, RESOLVED, FIXED, 3, 2, 0,
3765, 1667, RESOLVED, FIXED, 2, 2, 0,
3801, 221, RESOLVED, FIXED, 16, 9, 0,
3845, 1657, RESOLVED, FIXED, 1, 2, 0,
3968, 0, RESOLVED, FIXED, 2, 2, 1,
4001, 24, RESOLVED, FIXED, 2, 3, 0,
4074, 1164, RESOLVED, FIXED, 9, 8, 3,
4249, 1615, RESOLVED, FIXED, 2, 2, 0,
4268, 1613, RESOLVED, FIXED, 11, 5, 0,
4311, 0, RESOLVED, FIXED, 1, 2, 0,
4347, 408, RESOLVED, FIXED, 5, 2, 0,
4381, 2076, RESOLVED, FIXED, 9, 5, 3,
4418, 1598, RESOLVED, FIXED, 1, 2, 0,
4419, 1598, RESOLVED, FIXED, 1, 2, 0,
4571, 0, RESOLVED, FIXED, 4, 3, 1,
4662, 236, RESOLVED, FIXED, 3, 2, 0,
4835, 1563, RESOLVED, FIXED, 0, 1, 0,
4883, 1559, RESOLVED, FIXED, 1, 2, 0,
4902, 460, RESOLVED, FIXED, 2, 3, 0,
4940, 110, RESOLVED, FIXED, 2, 3, 0,
4979, 1551, RESOLVED, FIXED, 15, 10, 1,
5282, 1519, RESOLVED, FIXED, 2, 2, 0,
5286, 0, RESOLVED, FIXED, 2, 2, 0,
5344, 14, RESOLVED, FIXED, 7, 2, 0,
5412, 1506, RESOLVED, FIXED, 5, 5, 1,
5455, 0, RESOLVED, FIXED, 1, 2, 0,
5460, 1501, RESOLVED, FIXED, 4, 2, 0,
5570, 553, RESOLVED, FIXED, 4, 4, 1,
5646, 0, RESOLVED, FIXED, 0, 1, 0,
5728, 0, RESOLVED, FIXED, 1, 2, 0,
5903, 44, RESOLVED, FIXED, 2, 2, 0,
5937, 0, RESOLVED, FIXED, 1, 2, 0,
5972, 1356, RESOLVED, FIXED, 1, 2, 1,
6023, 132, RESOLVED, FIXED, 3, 3, 1,
6067, 440, RESOLVED, FIXED, 4, 4, 4,
6094, 0, RESOLVED, FIXED, 3, 2, 0,
6348, 0, RESOLVED, FIXED, 2, 3, 2,
6463, 1418, RESOLVED, FIXED, 2, 2, 0,
6522, 1412, RESOLVED, FIXED, 3, 3, 2,
6562, 0, RESOLVED, FIXED, 1, 2, 0,
6738, 7, RESOLVED, FIXED, 1, 2, 0,
6771, 6, RESOLVED, FIXED, 5, 2, 0,
6777, 51, RESOLVED, FIXED, 3, 2, 0,
6849, 136, RESOLVED, FIXED, 19, 12, 0,
6940, 937, RESOLVED, FIXED, 10, 5, 1,
6971, 0, RESOLVED, FIXED, 4, 3, 1,
7147, 571, RESOLVED, FIXED, 4, 2, 0,
7292, 166, RESOLVED, FIXED, 5, 3, 2,
7459, 6, RESOLVED, FIXED, 2, 2, 1,
7474, 1320, RESOLVED, FIXED, 7, 3, 1,
7510, 7, RESOLVED, FIXED, 2, 2, 0,
7637, 1303, RESOLVED, FIXED, 6, 4, 2,
7661, 0, RESOLVED, FIXED, 1, 2, 0,
7801, 1, RESOLVED, FIXED, 4, 2, 0,
7831, 1285, RESOLVED, FIXED, 1, 2, 0,
7983, 2, RESOLVED, FIXED, 2, 2, 0,
8041, 1266, RESOLVED, FIXED, 6, 5, 3,
8063, 699, RESOLVED, FIXED, 7, 6, 2,
8074, 1, RESOLVED, FIXED, 1, 1, 0,
8117, 0, RESOLVED, FIXED, 5, 4, 0,
8250, 284, RESOLVED, FIXED, 4, 3, 1,
8264, 0, RESOLVED, FIXED, 1, 1, 0,
8419, 162, RESOLVED, FIXED, 2, 3, 1,
8425, 1233, RESOLVED, FIXED, 5, 4, 3,
8437, 0, RESOLVED, FIXED, 2, 2, 0,
8486, 0, RESOLVED, FIXED, 1, 2, 0,
8652, 10, RESOLVED, FIXED, 10, 3, 0,
8858, 1198, RESOLVED, FIXED, 4, 2, 0,
8933, 1190, RESOLVED, FIXED, 2, 3, 0,
8999, 1485, CLOSED, FIXED, 2, 2, 0,
9123, 1172, RESOLVED, FIXED, 3, 3, 0,
9166, 97, RESOLVED, FIXED, 5, 5, 2,
9313, 6, RESOLVED, FIXED, 1, 1, 0,
9401, 0, RESOLVED, FIXED, 1, 2, 0,
9486, 1138, RESOLVED, FIXED, 1, 2, 0,
9682, 2, RESOLVED, FIXED, 4, 5, 0,
9780, 0, RESOLVED, FIXED, 4, 4, 0,
9882, 1099, RESOLVED, FIXED, 7, 3, 2,
9973, 1091, RESOLVED, FIXED, 1, 2, 1,
10113, 1077, RESOLVED, FIXED, 2, 3, 1,
10396, 0, RESOLVED, FIXED, 1, 1, 0,
10397, 0, RESOLVED, FIXED, 2, 2, 0,
10642, 286, RESOLVED, FIXED, 3, 3, 1,
11135, 1934, RESOLVED, FIXED, 4, 4, 3,
11162, 853, RESOLVED, FIXED, 10, 5, 6,
11381, 970, RESOLVED, FIXED, 3, 2, 1,
11958, 620, RESOLVED, FIXED, 3, 4, 3,
12122, 901, RESOLVED, FIXED, 1, 1, 0,
12124, 1667, NEW, (null), 8, 5, 5,
12178, 0, RESOLVED, FIXED, 1, 2, 1,
12304, 279, RESOLVED, FIXED, 1, 2, 2,
12342, 284, RESOLVED, FIXED, 5, 2, 1,
12505, 4, RESOLVED, FIXED, 1, 2, 0,
12567, 5, RESOLVED, FIXED, 1, 2, 0,
12586, 268, RESOLVED, FIXED, 5, 3, 0,
12696, 1, RESOLVED, FIXED, 4, 2, 2,
12710, 1479, NEW, (null), 3, 2, 3,
12815, 12, RESOLVED, FIXED, 3, 2, 1,
12881, 205, RESOLVED, FIXED, 9, 7, 5,
13132, 2, RESOLVED, FIXED, 11, 5, 3,
13139, 1, RESOLVED, FIXED, 2, 3, 3,
13253, 801, RESOLVED, FIXED, 2, 3, 0,
13274, 799, RESOLVED, FIXED, 1, 2, 1,
13361, 1593, RESOLVED, FIXED, 2, 3, 4,
13822, 0, RESOLVED, FIXED, 1, 2, 0,
13915, 744, RESOLVED, FIXED, 1, 2, 1,
13916, 744, RESOLVED, FIXED, 3, 2, 1,
13929, 742, RESOLVED, FIXED, 1, 2, 1,
14077, 734, RESOLVED, FIXED, 3, 4, 3,
14253, 0, RESOLVED, FIXED, 2, 2, 2,
14503, 703, RESOLVED, FIXED, 1, 2, 0,
14583, 696, RESOLVED, FIXED, 1, 2, 1,
14596, 0, RESOLVED, FIXED, 1, 2, 0,
14813, 28, RESOLVED, FIXED, 2, 3, 2,
15451, 1522, NEW, (null), 8, 5, 6,
15511, 614, RESOLVED, FIXED, 2, 2, 1,
15617, 0, RESOLVED, FIXED, 1, 2, 1,
15854, 586, RESOLVED, FIXED, 4, 3, 3,
15980, 90, RESOLVED, FIXED, 1, 1, 0,
16162, 64, RESOLVED, FIXED, 2, 3, 2,
16300, 859, RESOLVED, FIXED, 2, 3, 2,
16586, 2, RESOLVED, FIXED, 1, 2, 1,
16850, 500, RESOLVED, FIXED, 2, 2, 1,
16965, 347, RESOLVED, FIXED, 5, 4, 4,
17312, 1634, PATCH_TO_REVIEW, (null), 3, 3, 4,
17506, 454, RESOLVED, FIXED, 2, 2, 1,
17537, 28, RESOLVED, FIXED, 6, 2, 2,
17556, 0, RESOLVED, FIXED, 4, 3, 2,
17677, 1, RESOLVED, FIXED, 7, 4, 5,
17990, 1, RESOLVED, FIXED, 1, 2, 1,
18185, 6, RESOLVED, FIXED, 2, 3, 2,
18289, 1, RESOLVED, FIXED, 1, 2, 1,
18801, 244, RESOLVED, FIXED, 1, 2, 2,
18907, 55, RESOLVED, FIXED, 3, 3, 2,
19232, 0, RESOLVED, FIXED, 3, 2, 0,
19814, 59, RESOLVED, FIXED, 4, 4, 4,
20126, 1048, NEW, (null), 4, 2, 5,
20274, 0, RESOLVED, FIXED, 1, 1, 1,
20289, 525, RESOLVED, FIXED, 2, 2, 2,
20431, 6, RESOLVED, FIXED, 3, 3, 1,
20768, 932, RESOLVED, FIXED, 5, 4, 5,
20776, 503, RESOLVED, FIXED, 4, 4, 3,
20884, 577, RESOLVED, FIXED, 1, 2, 3,
21255, 553, RESOLVED, FIXED, 1, 2, 2,
21622, 426, RESOLVED, FIXED, 10, 7, 6,
21650, 0, RESOLVED, FIXED, 1, 2, 1,
22268, 28, RESOLVED, FIXED, 6, 3, 2,
22664, 2, RESOLVED, FIXED, 1, 2, 1,
22940, 400, RESOLVED, FIXED, 2, 3, 2,
22947, 400, RESOLVED, FIXED, 3, 2, 1,
22949, 0, RESOLVED, FIXED, 1, 2, 1,
23368, 616, REOPENED, (null), 4, 2, 2,
23426, 4, RESOLVED, FIXED, 2, 3, 3,
23602, 710, RESOLVED, FIXED, 10, 4, 5,
23648, 0, RESOLVED, FIXED, 1, 2, 1,
23721, 1114, RESOLVED, FIXED, 8, 7, 6,
23740, 681, RESOLVED, FIXED, 1, 2, 1,
23817, 675, RESOLVED, FIXED, 7, 3, 3,
23891, 42, RESOLVED, FIXED, 2, 2, 1,
25512, 547, RESOLVED, FIXED, 8, 2, 2,
25872, 183, RESOLVED, FIXED, 12, 5, 3,
25920, 7, RESOLVED, FIXED, 24, 3, 1,
25986, 810, NEW, (null), 5, 4, 5,
26123, 739, NEW, (null), 13, 6, 8,
26132, 16, RESOLVED, FIXED, 8, 4, 3,
26164, 0, RESOLVED, FIXED, 1, 2, 0,
26213, 955, NEW, (null), 4, 2, 4,
26243, 494, NEW, (null), 8, 4, 3,
26259, 820, REOPENED, (null), 9, 5, 6,
26360, 210, RESOLVED, FIXED, 8, 5, 4,
26496, 589, NEW, (null), 3, 4, 3,
26548, 37, RESOLVED, FIXED, 9, 5, 4,
27446, 663, NEW, (null), 2, 2, 0,
27546, 0, RESOLVED, FIXED, 3, 2, 2,
27658, 414, NEW, (null), 0, 1, 1,
27734, 0, NEW, (null), 0, 1, 2,
27843, 218, RESOLVED, WONTFIX, 11, 7, 7,
27924, 9, RESOLVED, FIXED, 7, 3, 3,
28069, 134, RESOLVED, FIXED, 15, 5, 2,
28235, 668, RESOLVED, FIXED, 18, 7, 8,
28313, 383, NEW, (null), 5, 4, 3,
28348, 381, RESOLVED, FIXED, 11, 4, 4,
28382, 12, RESOLVED, FIXED, 5, 3, 4,
28423, 331, NEW, (null), 5, 4, 5,
28428, 377, NEW, (null), 9, 4, 5,
28498, 664, NEW, (null), 5, 4, 1,
28507, 366, RESOLVED, FIXED, 2, 3, 5,
28649, 717, RESOLVED, FIXED, 5, 4, 4,
28834, 2, RESOLVED, FIXED, 2, 2, 2,
28842, 342, RESOLVED, FIXED, 8, 4, 9,
28928, 43, RESOLVED, FIXED, 7, 4, 3,
28961, 19, NEW, (null), 2, 2, 2,
29153, 668, NEW, (null), 64, 10, 10,
29157, 492, NEW, (null), 11, 8, 11,
29473, 21, NEW, (null), 2, 2, 1,
29533, 39, RESOLVED, FIXED, 3, 2, 4,
30013, 2, NEW, (null), 1, 2, 2,
30058, 3, NEW, (null), 2, 3, 2,
30313, 0, RESOLVED, FIXED, 3, 3, 2,
30575, 3, NEW, (null), 1, 2, 2,
31009, 448, RESOLVED, WONTFIX, 4, 5, 3,
31196, 13, RESOLVED, FIXED, 8, 4, 5,
31342, 483, NEW, (null), 1, 2, 4,
31415, 9, RESOLVED, FIXED, 7, 5, 3,
31469, 84, RESOLVED, FIXED, 3, 4, 4,
31544, 19, NEW, (null), 1, 2, 1,
31547, 193, RESOLVED, FIXED, 15, 6, 6,
31921, 69, RESOLVED, FIXED, 2, 3, 3,
32101, 632, NEW, (null), 18, 8, 9,
32168, 12, RESOLVED, FIXED, 6, 3, 3,
32287, 502, NEW, (null), 1, 2, 3,
32288, 502, NEW, (null), 0, 1, 2,
32461, 26, RESOLVED, FIXED, 3, 3, 4,
32620, 217, NEW, (null), 0, 1, 2,
32621, 5, REOPENED, (null), 4, 3, 2,
32702, 30, RESOLVED, FIXED, 3, 4, 6,
32823, 2, RESOLVED, WONTFIX, 9, 4, 4,
32878, 111, NEW, (null), 1, 2, 2,
32888, 2, RESOLVED, FIXED, 11, 3, 2,
33109, 125, RESOLVED, FIXED, 4, 2, 2,
33250, 23, RESOLVED, FIXED, 11, 6, 6,
33409, 399, NEW, (null), 7, 4, 10,
33471, 268, RESOLVED, FIXED, 2, 3, 5,
33570, 3, RESOLVED, FIXED, 4, 3, 2,
33580, 52, REOPENED, (null), 0, 1, 0,
34475, 368, REOPENED, (null), 8, 4, 5,
34504, 74, RESOLVED, WONTFIX, 8, 5, 3,
34856, 0, NEW, (null), 0, 1, 1,
35002, 380, RESOLVED, FIXED, 3, 2, 1,
35034, 6, RESOLVED, FIXED, 1, 2, 2,
35450, 2, RESOLVED, FIXED, 4, 2, 1,
35542, 367, NEW, (null), 2, 2, 7,
35544, 68, NEW, (null), 2, 2, 2,
35966, 5, NEW, (null), 4, 3, 2,
36233, 8, NEW, (null), 3, 3, 2,
36247, 1, NEW, (null), 1, 1, 3,
36376, 0, RESOLVED, WONTFIX, 1, 1, 0,
36476, 35, NEW, (null), 1, 2, 2,
36908, 4, RESOLVED, FIXED, 2, 1, 1,
36911, 205, NEW, (null), 4, 1, 1,
37138, 9, RESOLVED, FIXED, 2, 1, 2,
37238, 198, NEW, (null), 0, 1, 0,
37627, 45, RESOLVED, FIXED, 2, 1, 0,
37966, 88, RESOLVED, FIXED, 4, 4, 6,
38048, 185, NEW, (null), 5, 3, 1,
38102, 182, NEW, (null), 0, 1, 0,
38540, 163, NEW, (null), 0, 1, 1,
39365, 138, NEW, (null), 0, 1, 1,
39466, 349, PATCH_TO_REVIEW, (null), 2, 3, 0,
39480, 309, NEW, (null), 1, 2, 5,
39674, 238, RESOLVED, FIXED, 5, 2, 2,
40508, 163, NEW, (null), 2, 3, 2,
40805, 86, NEW, (null), 0, 1, 0,
41299, 69, NEW, (null), 0, 1, 0,
41377, 153, NEW, (null), 4, 2, 4,
42519, 144, RESOLVED, FIXED, 4, 4, 4,
42740, 40, NEW, (null), 2, 2, 0,
42864, 37, NEW, (null), 0, 1, 1,
43646, 93, NEW, (null), 1, 2, 3,
44157, 92, RESOLVED, FIXED, 3, 2, 2,
44219, 90, RESOLVED, FIXED, 3, 3, 5,
44583, 72, NEW, (null), 2, 3, 2,
44952, 10, RESOLVED, FIXED, 1, 2, 2,
45316, 150, RESOLVED, FIXED, 8, 4, 7,
45518, 0, NEW, (null), 1, 2, 2,
45848, 14, NEW, (null), 1, 1, 2,
45854, 3, RESOLVED, FIXED, 3, 4, 5,
46424, 32, NEW, (null), 0, 1, 2,
46491, 58, RESOLVED, FIXED, 15, 8, 9,
46508, 0, NEW, (null), 0, 1, 0,
46560, 0, NEW, (null), 0, 1, 0,
46816, 33, RESOLVED, FIXED, 4, 3, 2,
46834, 57, NEW, (null), 3, 3, 2,
46844, 112, RESOLVED, FIXED, 4, 1, 1,
46854, 80, RESOLVED, FIXED, 1, 1, 2,
47335, 0, NEW, (null), 3, 2, 3,
47886, 64, RESOLVED, FIXED, 4, 4, 3,
48342, 75, PATCH_TO_REVIEW, (null), 3, 4, 1,
48371, 65, NEW, (null), 6, 3, 2,
49086, 41, NEW, (null), 0, 1, 1,
49231, 0, NEW, (null), 0, 1, 1,
49232, 52, NEW, (null), 3, 2, 3,
49528, 11, NEW, (null), 0, 1, 0,
50039, 31, NEW, (null), 1, 2, 7,
50040, 44, RESOLVED, WONTFIX, 5, 5, 7,
50134, 0, RESOLVED, FIXED, 3, 3, 8,
51942, 0, NEW, (null), 0, 1, 4,
52129, 5, NEW, (null), 0, 1, 4,
52333, 6, NEW, (null), 0, 1, 0,
244, 2085, RESOLVED, FIXED, 1, 1, 0,
619, 2051, RESOLVED, FIXED, 7, 6, 1,
722, 2037, RESOLVED, FIXED, 3, 3, 1,
777, 2028, RESOLVED, FIXED, 7, 5, 3,
795, 2025, RESOLVED, FIXED, 1, 2, 0,
987, 1989, RESOLVED, FIXED, 1, 2, 0,
1082, 1980, RESOLVED, FIXED, 2, 2, 0,
1163, 1969, RESOLVED, FIXED, 5, 3, 0,
1283, 0, RESOLVED, FIXED, 1, 2, 0,
1438, 843, RESOLVED, FIXED, 16, 7, 5,
1441, 1929, RESOLVED, FIXED, 2, 2, 0,
1670, 891, RESOLVED, FIXED, 2, 3, 0,
1754, 1877, RESOLVED, FIXED, 3, 3, 0,
1815, 1867, RESOLVED, FIXED, 1, 2, 0,
1997, 1843, RESOLVED, FIXED, 2, 2, 1,
2059, 1089, RESOLVED, FIXED, 5, 2, 1,
2323, 68, RESOLVED, FIXED, 1, 2, 0,
2562, 1782, RESOLVED, FIXED, 4, 5, 1,
2565, 1782, RESOLVED, FIXED, 4, 3, 0,
2620, 1780, RESOLVED, FIXED, 4, 3, 1,
2622, 1780, RESOLVED, FIXED, 3, 3, 1,
2627, 1780, RESOLVED, FIXED, 1, 2, 0,
2644, 1779, RESOLVED, FIXED, 1, 2, 1,
2646, 1779, RESOLVED, FIXED, 3, 2, 1,
2894, 1762, RESOLVED, FIXED, 8, 3, 1,
3134, 1735, RESOLVED, FIXED, 5, 2, 0,
3218, 1727, RESOLVED, FIXED, 2, 2, 1,
3291, 60, RESOLVED, FIXED, 2, 3, 0,
3429, 1706, RESOLVED, FIXED, 5, 3, 1,
3600, 272, RESOLVED, FIXED, 1, 2, 0,
3699, 1674, RESOLVED, FIXED, 3, 3, 0,
3755, 1668, RESOLVED, FIXED, 2, 2, 0,
3809, 1985, RESOLVED, FIXED, 1, 2, 1,
3999, 0, RESOLVED, FIXED, 5, 2, 0,
4280, 1612, RESOLVED, FIXED, 14, 5, 1,
4411, 0, RESOLVED, FIXED, 2, 3, 0,
4665, 0, RESOLVED, FIXED, 3, 3, 0,
5242, 13, RESOLVED, FIXED, 1, 2, 0,
7346, 1217, RESOLVED, FIXED, 15, 8, 5,
7671, 1601, CLOSED, FIXED, 1, 2, 0,
7872, 334, RESOLVED, FIXED, 3, 4, 1,
7989, 180, RESOLVED, FIXED, 4, 5, 1,
8133, 157, RESOLVED, FIXED, 16, 7, 0,
8351, 13, RESOLVED, FIXED, 4, 3, 2,
8632, 0, RESOLVED, FIXED, 2, 2, 0,
8689, 1226, RESOLVED, FIXED, 6, 4, 2,
8700, 0, RESOLVED, FIXED, 1, 2, 0,
9652, 4, RESOLVED, FIXED, 4, 2, 0,
10793, 2, RESOLVED, FIXED, 1, 2, 0,
10805, 0, RESOLVED, FIXED, 1, 2, 0,
11527, 470, RESOLVED, FIXED, 2, 3, 2,
12409, 1150, RESOLVED, FIXED, 4, 3, 3,
14113, 0, RESOLVED, FIXED, 2, 3, 2,
