BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
154, 11, RESOLVED, FIXED, 5, 3, 1,
252, 2084, RESOLVED, FIXED, 2, 2, 0,
386, 2077, RESOLVED, FIXED, 0, 1, 1,
387, 2077, RESOLVED, FIXED, 0, 1, 1,
393, 2077, RESOLVED, FIXED, 1, 1, 1,
397, 2077, CLOSED, FIXED, 2, 2, 1,
404, 2076, RESOLVED, FIXED, 0, 1, 1,
405, 2076, RESOLVED, FIXED, 0, 1, 1,
417, 0, RESOLVED, FIXED, 1, 2, 0,
435, 2073, RESOLVED, FIXED, 5, 2, 0,
600, 2054, RESOLVED, FIXED, 2, 3, 1,
603, 261, RESOLVED, FIXED, 5, 4, 2,
705, 2040, RESOLVED, FIXED, 4, 3, 1,
730, 2036, RESOLVED, FIXED, 7, 3, 0,
740, 2035, RESOLVED, FIXED, 3, 4, 1,
793, 2026, RESOLVED, FIXED, 1, 1, 0,
829, 84, RESOLVED, FIXED, 1, 2, 0,
848, 0, RESOLVED, FIXED, 2, 2, 0,
857, 225, CLOSED, FIXED, 3, 2, 1,
928, 2000, RESOLVED, FIXED, 2, 1, 1,
951, 377, RESOLVED, FIXED, 7, 5, 1,
992, 1988, RESOLVED, FIXED, 5, 3, 0,
1009, 1987, RESOLVED, FIXED, 1, 2, 0,
1025, 1985, RESOLVED, FIXED, 2, 2, 0,
1026, 1985, RESOLVED, FIXED, 2, 2, 0,
1028, 1985, RESOLVED, FIXED, 1, 1, 0,
1057, 1982, RESOLVED, FIXED, 8, 3, 1,
1130, 1973, RESOLVED, FIXED, 3, 2, 0,
1157, 1969, RESOLVED, FIXED, 1, 2, 0,
1168, 1969, RESOLVED, FIXED, 3, 3, 0,
1184, 1968, RESOLVED, FIXED, 2, 3, 0,
1185, 1968, RESOLVED, FIXED, 1, 2, 0,
1193, 1967, RESOLVED, FIXED, 1, 2, 0,
1232, 1962, RESOLVED, FIXED, 5, 3, 1,
1324, 1947, RESOLVED, FIXED, 3, 2, 0,
1363, 1941, RESOLVED, FIXED, 3, 2, 1,
1366, 1941, RESOLVED, FIXED, 0, 1, 1,
1369, 1941, RESOLVED, FIXED, 1, 2, 0,
1370, 1941, RESOLVED, FIXED, 7, 3, 1,
1474, 1924, RESOLVED, FIXED, 6, 3, 0,
1481, 1923, RESOLVED, FIXED, 1, 2, 1,
1487, 1923, RESOLVED, FIXED, 1, 2, 1,
1493, 1922, RESOLVED, FIXED, 2, 2, 0,
1618, 1900, RESOLVED, FIXED, 4, 2, 2,
1650, 1895, RESOLVED, FIXED, 10, 3, 0,
1736, 1879, RESOLVED, FIXED, 1, 2, 0,
1748, 736, RESOLVED, FIXED, 2, 2, 0,
1778, 257, RESOLVED, FIXED, 7, 7, 0,
2082, 1835, RESOLVED, FIXED, 1, 1, 0,
2100, 1834, RESOLVED, FIXED, 1, 2, 0,
2161, 1828, RESOLVED, FIXED, 3, 3, 1,
2173, 151, RESOLVED, FIXED, 4, 3, 0,
2250, 1815, RESOLVED, FIXED, 1, 2, 0,
2281, 1809, RESOLVED, FIXED, 2, 2, 0,
2367, 1800, RESOLVED, FIXED, 4, 2, 1,
2439, 1792, RESOLVED, FIXED, 4, 2, 0,
2478, 158, RESOLVED, FIXED, 1, 2, 0,
2481, 1788, RESOLVED, FIXED, 3, 3, 0,
2482, 1862, RESOLVED, FIXED, 2, 2, 1,
2483, 1788, RESOLVED, FIXED, 10, 4, 4,
2530, 1784, RESOLVED, FIXED, 2, 3, 0,
2600, 1781, RESOLVED, FIXED, 2, 2, 1,
2625, 1780, RESOLVED, FIXED, 1, 2, 0,
2629, 1, RESOLVED, FIXED, 1, 2, 0,
2635, 685, RESOLVED, FIXED, 3, 3, 3,
2645, 1779, RESOLVED, FIXED, 0, 1, 1,
2661, 1778, RESOLVED, FIXED, 6, 4, 1,
2686, 2031, RESOLVED, FIXED, 13, 8, 1,
2911, 12, RESOLVED, FIXED, 1, 2, 0,
2933, 6, RESOLVED, FIXED, 0, 1, 0,
3073, 125, RESOLVED, FIXED, 3, 2, 0,
3104, 181, RESOLVED, FIXED, 5, 3, 1,
3129, 1736, RESOLVED, FIXED, 2, 3, 1,
3159, 1733, RESOLVED, FIXED, 4, 2, 0,
3182, 1731, RESOLVED, FIXED, 4, 2, 0,
3220, 1727, RESOLVED, FIXED, 1, 2, 1,
3278, 306, RESOLVED, FIXED, 4, 3, 1,
3279, 347, RESOLVED, FIXED, 3, 3, 1,
3374, 1711, RESOLVED, FIXED, 6, 3, 0,
3386, 1710, RESOLVED, FIXED, 1, 2, 0,
3409, 1708, RESOLVED, FIXED, 1, 2, 0,
3481, 1095, RESOLVED, FIXED, 12, 9, 7,
3723, 48, RESOLVED, FIXED, 3, 3, 0,
3933, 1645, RESOLVED, FIXED, 3, 2, 0,
3984, 483, RESOLVED, FIXED, 4, 4, 0,
3996, 2, RESOLVED, FIXED, 3, 3, 0,
4059, 0, RESOLVED, FIXED, 1, 1, 0,
4090, 0, RESOLVED, FIXED, 1, 2, 0,
4093, 2144, RESOLVED, FIXED, 4, 4, 0,
4097, 2, RESOLVED, FIXED, 1, 1, 0,
4147, 102, RESOLVED, FIXED, 7, 3, 1,
4298, 0, RESOLVED, FIXED, 1, 2, 0,
4302, 2124, RESOLVED, FIXED, 5, 3, 0,
4361, 1604, RESOLVED, FIXED, 2, 2, 1,
4370, 125, RESOLVED, FIXED, 4, 3, 0,
4481, 1591, RESOLVED, FIXED, 5, 4, 0,
4597, 1837, RESOLVED, FIXED, 15, 12, 7,
4610, 138, VERIFIED, FIXED, 2, 2, 0,
4673, 326, RESOLVED, FIXED, 1, 2, 0,
4713, 164, RESOLVED, FIXED, 4, 4, 1,
4773, 1569, RESOLVED, FIXED, 1, 2, 0,
5136, 1536, RESOLVED, FIXED, 1, 1, 0,
5186, 24, RESOLVED, FIXED, 0, 1, 1,
5262, 1521, RESOLVED, FIXED, 2, 2, 0,
5387, 529, RESOLVED, FIXED, 26, 6, 6,
5403, 1506, RESOLVED, FIXED, 2, 2, 1,
5426, 13, RESOLVED, FIXED, 1, 2, 0,
5447, 1502, RESOLVED, FIXED, 4, 4, 0,
5474, 7, RESOLVED, FIXED, 1, 2, 0,
5483, 1499, RESOLVED, FIXED, 10, 5, 0,
5619, 887, RESOLVED, FIXED, 20, 9, 6,
5623, 0, RESOLVED, FIXED, 2, 3, 1,
5684, 2, RESOLVED, FIXED, 1, 2, 0,
5745, 693, RESOLVED, FIXED, 3, 4, 2,
5791, 2, RESOLVED, FIXED, 2, 2, 0,
5839, 0, RESOLVED, FIXED, 1, 2, 1,
6061, 0, RESOLVED, FIXED, 1, 2, 1,
6220, 2337, REOPENED, (null), 26, 14, 14,
6428, 0, RESOLVED, FIXED, 1, 2, 1,
6472, 0, RESOLVED, FIXED, 2, 3, 3,
6527, 0, RESOLVED, FIXED, 1, 2, 0,
6603, 165, RESOLVED, FIXED, 2, 2, 0,
6615, 60, RESOLVED, FIXED, 4, 5, 0,
6617, 85, RESOLVED, FIXED, 6, 3, 0,
6820, 151, RESOLVED, FIXED, 3, 2, 1,
6866, 313, RESOLVED, FIXED, 3, 3, 2,
6941, 1643, RESOLVED, FIXED, 1, 2, 2,
6981, 59, RESOLVED, FIXED, 3, 4, 0,
7085, 0, RESOLVED, FIXED, 1, 2, 1,
7104, 0, RESOLVED, FIXED, 1, 2, 0,
7299, 0, RESOLVED, FIXED, 1, 2, 0,
7550, 22, RESOLVED, FIXED, 4, 4, 0,
7612, 67, RESOLVED, FIXED, 1, 2, 0,
7785, 1, RESOLVED, FIXED, 5, 3, 0,
7798, 0, RESOLVED, FIXED, 1, 1, 0,
7833, 0, RESOLVED, FIXED, 1, 2, 0,
7890, 305, RESOLVED, FIXED, 21, 11, 7,
8042, 23, RESOLVED, FIXED, 6, 3, 0,
8109, 18, RESOLVED, FIXED, 1, 2, 0,
8157, 462, RESOLVED, FIXED, 3, 4, 2,
8329, 0, RESOLVED, FIXED, 1, 2, 0,
8330, 15, RESOLVED, FIXED, 2, 2, 0,
8350, 10, RESOLVED, FIXED, 3, 2, 0,
8513, 5, RESOLVED, FIXED, 1, 2, 1,
8613, 1218, RESOLVED, FIXED, 1, 2, 0,
8750, 135, RESOLVED, FIXED, 1, 2, 1,
8824, 1201, RESOLVED, FIXED, 12, 5, 0,
8889, 36, RESOLVED, FIXED, 1, 2, 0,
9035, 0, RESOLVED, FIXED, 1, 2, 0,
9237, 2293, RESOLVED, FIXED, 12, 10, 8,
9336, 2, RESOLVED, FIXED, 2, 1, 0,
9388, 58, RESOLVED, FIXED, 1, 2, 1,
9425, 0, RESOLVED, FIXED, 2, 2, 0,
9630, 5, RESOLVED, FIXED, 2, 2, 0,
9649, 329, RESOLVED, FIXED, 1, 2, 0,
9678, 0, RESOLVED, FIXED, 9, 3, 1,
9680, 67, RESOLVED, FIXED, 3, 1, 0,
9898, 22, RESOLVED, FIXED, 1, 2, 1,
10615, 0, RESOLVED, FIXED, 1, 2, 0,
10880, 0, RESOLVED, FIXED, 1, 2, 0,
10985, 11, RESOLVED, FIXED, 18, 5, 4,
11028, 997, RESOLVED, FIXED, 2, 3, 1,
11080, 1804, RESOLVED, FIXED, 4, 2, 1,
11690, 0, RESOLVED, FIXED, 1, 2, 0,
12031, 26, RESOLVED, FIXED, 1, 2, 2,
12166, 3, RESOLVED, FIXED, 3, 3, 1,
12624, 0, RESOLVED, FIXED, 1, 2, 1,
12634, 1, RESOLVED, FIXED, 2, 2, 1,
12910, 1643, RESOLVED, FIXED, 4, 3, 1,
13448, 0, RESOLVED, FIXED, 3, 3, 1,
13684, 764, RESOLVED, FIXED, 1, 2, 1,
13793, 0, RESOLVED, FIXED, 1, 2, 1,
13816, 0, RESOLVED, FIXED, 1, 2, 1,
13913, 0, RESOLVED, FIXED, 1, 2, 3,
13922, 0, RESOLVED, FIXED, 1, 2, 0,
13925, 0, RESOLVED, FIXED, 3, 2, 0,
13952, 0, RESOLVED, FIXED, 1, 2, 1,
14067, 1547, RESOLVED, FIXED, 5, 3, 1,
14118, 731, RESOLVED, FIXED, 5, 4, 3,
14385, 711, RESOLVED, FIXED, 1, 2, 1,
14494, 704, RESOLVED, FIXED, 4, 3, 2,
14551, 0, RESOLVED, FIXED, 6, 2, 1,
14659, 28, RESOLVED, FIXED, 4, 4, 2,
14709, 681, RESOLVED, FIXED, 2, 2, 0,
14840, 667, RESOLVED, FIXED, 1, 2, 1,
14881, 662, RESOLVED, FIXED, 4, 3, 2,
15463, 33, RESOLVED, FIXED, 3, 3, 3,
15836, 1399, RESOLVED, FIXED, 3, 3, 2,
16817, 757, RESOLVED, FIXED, 1, 2, 2,
17000, 0, RESOLVED, FIXED, 1, 2, 1,
17482, 3, RESOLVED, FIXED, 5, 3, 3,
17972, 0, RESOLVED, FIXED, 1, 2, 1,
18657, 84, RESOLVED, FIXED, 5, 5, 5,
19596, 11, RESOLVED, FIXED, 3, 3, 4,
19616, 10, RESOLVED, FIXED, 2, 2, 1,
20108, 0, RESOLVED, FIXED, 2, 2, 1,
20127, 0, RESOLVED, FIXED, 1, 2, 1,
20130, 2, RESOLVED, FIXED, 3, 4, 3,
20265, 1, RESOLVED, FIXED, 2, 2, 1,
20273, 0, RESOLVED, FIXED, 1, 2, 1,
20446, 1231, RESOLVED, FIXED, 1, 2, 2,
20622, 0, RESOLVED, FIXED, 4, 3, 3,
20745, 0, RESOLVED, FIXED, 1, 2, 1,
21535, 31, RESOLVED, FIXED, 5, 4, 3,
21540, 0, RESOLVED, FIXED, 4, 2, 1,
21803, 0, RESOLVED, FIXED, 1, 2, 1,
22047, 0, RESOLVED, FIXED, 1, 2, 1,
22051, 0, RESOLVED, FIXED, 2, 2, 1,
23017, 394, VERIFIED, FIXED, 6, 4, 4,
23024, 0, RESOLVED, FIXED, 2, 3, 2,
24981, 593, RESOLVED, FIXED, 4, 3, 2,
24989, 167, RESOLVED, FIXED, 3, 2, 0,
25812, 9, RESOLVED, FIXED, 4, 3, 1,
26191, 844, NEW, (null), 7, 4, 1,
27151, 549, RESOLVED, FIXED, 1, 2, 1,
27855, 48, NEW, (null), 1, 2, 1,
27938, 557, NEW, (null), 3, 3, 3,
28359, 732, NEW, (null), 3, 3, 2,
28807, 241, NEW, (null), 1, 2, 3,
28819, 704, NEW, (null), 1, 2, 4,
29133, 0, RESOLVED, FIXED, 1, 2, 3,
29334, 90, RESOLVED, FIXED, 6, 4, 2,
29340, 272, NEW, (null), 5, 3, 1,
29454, 769, RESOLVED, FIXED, 2, 1, 5,
30077, 109, RESOLVED, FIXED, 1, 2, 2,
30078, 403, RESOLVED, FIXED, 1, 2, 2,
30849, 26, NEW, (null), 5, 5, 4,
30965, 219, NEW, (null), 3, 1, 3,
31293, 2, RESOLVED, FIXED, 13, 4, 5,
31358, 194, RESOLVED, FIXED, 5, 5, 2,
31431, 21, NEW, (null), 6, 3, 2,
31565, 560, RESOLVED, FIXED, 3, 2, 2,
31759, 199, RESOLVED, FIXED, 2, 2, 6,
32207, 419, NEW, (null), 3, 2, 1,
32395, 162, RESOLVED, WONTFIX, 3, 2, 2,
33037, 239, RESOLVED, FIXED, 6, 5, 5,
33212, 105, RESOLVED, FIXED, 1, 1, 1,
33274, 533, NEW, (null), 13, 5, 5,
33327, 597, PATCH_TO_REVIEW, (null), 5, 4, 3,
33567, 100, NEW, (null), 1, 1, 1,
33583, 116, VERIFIED, FIXED, 9, 6, 8,
33997, 15, RESOLVED, FIXED, 4, 2, 1,
34010, 78, NEW, (null), 2, 2, 2,
34246, 17, RESOLVED, FIXED, 2, 2, 2,
34259, 376, RESOLVED, FIXED, 1, 2, 2,
34420, 77, RESOLVED, FIXED, 3, 3, 2,
34727, 10, REOPENED, (null), 3, 3, 2,
34889, 12, RESOLVED, FIXED, 5, 5, 5,
34933, 74, RESOLVED, FIXED, 2, 1, 1,
34978, 8, RESOLVED, FIXED, 2, 2, 2,
35206, 19, RESOLVED, FIXED, 2, 3, 2,
36214, 292, NEW, (null), 3, 2, 2,
36224, 265, NEW, (null), 8, 3, 1,
36524, 101, RESOLVED, FIXED, 9, 5, 6,
37224, 422, NEW, (null), 8, 5, 6,
40588, 300, PATCH_TO_REVIEW, (null), 5, 4, 4,
41078, 219, RESOLVED, FIXED, 37, 15, 24,
42048, 192, NEW, (null), 3, 3, 4,
43172, 241, RESOLVED, FIXED, 10, 5, 6,
43534, 0, NEW, (null), 1, 2, 3,
44599, 18, RESOLVED, FIXED, 2, 2, 2,
45012, 66, RESOLVED, FIXED, 2, 3, 3,
45237, 23, NEW, (null), 1, 2, 2,
46457, 126, RESOLVED, FIXED, 41, 16, 14,
46482, 1, NEW, (null), 1, 2, 2,
47264, 118, RESOLVED, WONTFIX, 13, 5, 4,
47372, 4, NEW, (null), 3, 2, 3,
48212, 0, RESOLVED, FIXED, 2, 2, 2,
48249, 1, NEW, (null), 3, 2, 1,
48542, 1, RESOLVED, FIXED, 10, 6, 3,
49230, 25, RESOLVED, FIXED, 3, 3, 3,
51233, 20, NEW, (null), 2, 2, 0,
51360, 0, NEW, (null), 1, 2, 1,
51888, 0, RESOLVED, FIXED, 3, 2, 3,
51891, 2, RESOLVED, FIXED, 3, 2, 1,
52543, 1, NEW, (null), 1, 2, 2,
48, 35, RESOLVED, FIXED, 2, 3, 1,
70, 2098, RESOLVED, FIXED, 1, 2, 1,
89, 2098, RESOLVED, FIXED, 6, 5, 4,
95, 2098, CLOSED, FIXED, 16, 12, 9,
241, 2085, RESOLVED, FIXED, 1, 2, 1,
328, 524, RESOLVED, FIXED, 2, 2, 2,
553, 2061, RESOLVED, FIXED, 5, 4, 0,
983, 449, RESOLVED, FIXED, 4, 5, 2,
1065, 440, RESOLVED, FIXED, 13, 5, 2,
1159, 1969, RESOLVED, FIXED, 3, 4, 0,
1188, 1968, RESOLVED, FIXED, 6, 5, 2,
1210, 1964, RESOLVED, FIXED, 5, 4, 0,
1878, 2754, NEW, (null), 8, 7, 5,
1936, 1850, RESOLVED, FIXED, 1, 2, 0,
2050, 1838, RESOLVED, FIXED, 3, 3, 0,
2094, 1834, CLOSED, FIXED, 8, 4, 3,
2172, 1826, CLOSED, FIXED, 4, 3, 0,
2376, 2051, RESOLVED, FIXED, 4, 4, 1,
2576, 1781, RESOLVED, FIXED, 1, 2, 0,
2904, 1761, RESOLVED, FIXED, 2, 2, 1,
3896, 1650, RESOLVED, FIXED, 9, 3, 0,
3997, 1640, RESOLVED, FIXED, 4, 3, 1,
4099, 1531, RESOLVED, FIXED, 4, 5, 1,
4703, 1575, RESOLVED, FIXED, 6, 3, 0,
5047, 303, RESOLVED, FIXED, 4, 2, 3,
5081, 0, RESOLVED, FIXED, 1, 2, 0,
5723, 1480, RESOLVED, FIXED, 3, 3, 1,
6065, 0, RESOLVED, FIXED, 3, 4, 1,
6255, 0, RESOLVED, FIXED, 1, 2, 1,
6563, 600, RESOLVED, FIXED, 10, 9, 8,
7083, 554, RESOLVED, FIXED, 0, 1, 1,
7374, 1333, RESOLVED, FIXED, 7, 6, 2,
7651, 598, RESOLVED, FIXED, 2, 3, 1,
8579, 1049, RESOLVED, FIXED, 5, 4, 0,
8819, 1202, RESOLVED, FIXED, 1, 2, 1,
8914, 50, RESOLVED, FIXED, 1, 2, 0,
9291, 1157, RESOLVED, FIXED, 3, 2, 0,
11144, 987, RESOLVED, FIXED, 1, 2, 1,
12157, 0, RESOLVED, FIXED, 2, 2, 0,
15737, 37, RESOLVED, FIXED, 1, 2, 1,
27510, 423, NEW, (null), 2, 3, 3,
28684, 809, NEW, (null), 2, 2, 3,
30357, 3, NEW, (null), 0, 1, 1,
31738, 228, NEW, (null), 9, 5, 8,
35746, 1, REOPENED, (null), 7, 5, 4,
43914, 161, NEW, (null), 3, 3, 3,
47477, 0, NEW, (null), 0, 1, 2,
25405, 85, RESOLVED, FIXED, 1, 2, 2,
25745, 98, RESOLVED, FIXED, 2, 2, 3,
26487, 710, NEW, (null), 2, 3, 8,
29493, 224, RESOLVED, FIXED, 8, 5, 4,
29912, 128, RESOLVED, FIXED, 3, 2, 3,
31927, 6, RESOLVED, FIXED, 1, 2, 4,
32022, 555, RESOLVED, FIXED, 2, 3, 4,
33663, 206, RESOLVED, FIXED, 23, 5, 3,
35110, 108, RESOLVED, FIXED, 2, 1, 3,
35648, 253, RESOLVED, FIXED, 3, 3, 5,
36452, 169, RESOLVED, FIXED, 8, 4, 3,
36655, 185, NEW, (null), 4, 5, 9,
36759, 212, NEW, (null), 6, 4, 7,
37600, 236, NEW, (null), 0, 1, 7,
37601, 236, NEW, (null), 5, 4, 9,
37665, 297, NEW, (null), 0, 1, 7,
38987, 5, RESOLVED, FIXED, 11, 2, 3,
39461, 124, NEW, (null), 6, 2, 7,
39473, 123, NEW, (null), 8, 5, 5,
40491, 265, NEW, (null), 8, 4, 4,
42906, 207, NEW, (null), 0, 1, 6,
43571, 142, NEW, (null), 9, 5, 7,
43762, 9, RESOLVED, FIXED, 4, 4, 9,
44192, 92, RESOLVED, FIXED, 12, 7, 7,
44256, 5, NEW, (null), 3, 2, 7,
44299, 70, RESOLVED, FIXED, 23, 4, 8,
44488, 68, RESOLVED, FIXED, 3, 2, 4,
45104, 0, NEW, (null), 0, 1, 4,
46561, 27, NEW, (null), 1, 1, 3,
48221, 5, NEW, (null), 0, 1, 3,
50611, 0, NEW, (null), 0, 1, 4,
215, 2089, RESOLVED, FIXED, 10, 3, 1,
390, 2077, RESOLVED, FIXED, 2, 2, 2,
538, 2063, RESOLVED, FIXED, 5, 4, 1,
874, 2009, RESOLVED, FIXED, 1, 2, 0,
1758, 434, RESOLVED, FIXED, 7, 5, 2,
3131, 1736, RESOLVED, FIXED, 19, 5, 1,
3155, 713, RESOLVED, FIXED, 2, 3, 0,
3216, 1727, RESOLVED, FIXED, 2, 2, 2,
3318, 1160, RESOLVED, FIXED, 13, 5, 1,
3485, 1701, RESOLVED, FIXED, 1, 2, 0,
3641, 1681, RESOLVED, FIXED, 5, 3, 0,
5716, 3, RESOLVED, FIXED, 1, 2, 1,
6295, 1432, RESOLVED, FIXED, 1, 2, 1,
6366, 1289, RESOLVED, FIXED, 8, 5, 3,
7537, 0, RESOLVED, FIXED, 3, 3, 0,
9019, 25, RESOLVED, FIXED, 1, 2, 0,
9250, 105, RESOLVED, FIXED, 4, 3, 1,
9251, 110, RESOLVED, FIXED, 1, 1, 0,
10631, 0, RESOLVED, FIXED, 2, 3, 0,
11166, 1, RESOLVED, FIXED, 1, 1, 0,
11726, 937, RESOLVED, FIXED, 2, 2, 0,
13022, 820, RESOLVED, FIXED, 2, 2, 1,
13556, 0, RESOLVED, FIXED, 1, 2, 1,
14220, 723, RESOLVED, FIXED, 1, 2, 0,
15895, 72, RESOLVED, FIXED, 8, 5, 6,
17193, 5, RESOLVED, FIXED, 9, 4, 3,
18263, 18, RESOLVED, FIXED, 5, 5, 4,
18684, 143, RESOLVED, FIXED, 7, 5, 7,
19355, 26, RESOLVED, FIXED, 1, 2, 0,
19423, 3, RESOLVED, FIXED, 1, 2, 1,
19754, 12, RESOLVED, FIXED, 4, 2, 2,
19930, 1, RESOLVED, FIXED, 2, 3, 1,
19934, 0, RESOLVED, FIXED, 1, 2, 1,
21063, 97, RESOLVED, FIXED, 5, 3, 2,
21188, 0, RESOLVED, FIXED, 1, 2, 0,
21288, 456, RESOLVED, FIXED, 2, 2, 3,
21809, 410, RESOLVED, FIXED, 10, 5, 6,
23167, 0, RESOLVED, FIXED, 4, 2, 2,
23176, 730, RESOLVED, FIXED, 11, 4, 4,
23380, 86, RESOLVED, FIXED, 4, 3, 4,
23642, 340, RESOLVED, FIXED, 14, 6, 9,
24923, 413, RESOLVED, FIXED, 15, 10, 11,
25813, 2, RESOLVED, FIXED, 1, 2, 4,
25814, 10, RESOLVED, FIXED, 1, 2, 3,
26809, 448, RESOLVED, FIXED, 2, 3, 3,
27537, 623, NEW, (null), 1, 2, 3,
28188, 737, NEW, (null), 8, 4, 8,
28891, 708, NEW, (null), 10, 7, 8,
29154, 118, RESOLVED, FIXED, 7, 5, 5,
29408, 681, NEW, (null), 10, 4, 5,
29461, 678, REOPENED, (null), 9, 7, 7,
29512, 40, NEW, (null), 2, 3, 3,
29755, 6, REOPENED, (null), 2, 3, 3,
30180, 449, RESOLVED, FIXED, 1, 1, 2,
30202, 93, NEW, (null), 4, 4, 9,
30924, 587, NEW, (null), 8, 8, 7,
31610, 481, RESOLVED, FIXED, 8, 6, 8,
31643, 555, NEW, (null), 17, 5, 7,
31682, 314, REOPENED, (null), 19, 6, 6,
31718, 327, NEW, (null), 0, 1, 2,
31930, 2, NEW, (null), 1, 2, 3,
32300, 1, NEW, (null), 2, 1, 3,
32361, 445, NEW, (null), 2, 2, 3,
32410, 382, NEW, (null), 9, 6, 10,
33294, 133, RESOLVED, FIXED, 9, 4, 4,
33357, 116, NEW, (null), 1, 2, 3,
33515, 21, NEW, (null), 0, 1, 2,
34755, 118, RESOLVED, FIXED, 18, 7, 9,
34954, 1, NEW, (null), 0, 1, 2,
36599, 443, NEW, (null), 4, 4, 8,
46884, 90, NEW, (null), 5, 4, 4,
51265, 0, NEW, (null), 0, 1, 2,
52234, 0, NEW, (null), 0, 1, 4,
8573, 94, RESOLVED, FIXED, 2, 2, 0,
8688, 0, RESOLVED, FIXED, 1, 2, 0,
8701, 0, RESOLVED, FIXED, 1, 2, 1,
10378, 1977, NEW, (null), 1, 1, 1,
13012, 21, RESOLVED, FIXED, 1, 1, 0,
14133, 730, RESOLVED, FIXED, 3, 3, 2,
14295, 718, RESOLVED, FIXED, 4, 3, 1,
14367, 713, RESOLVED, FIXED, 2, 3, 0,
15148, 1452, RESOLVED, FIXED, 10, 4, 3,
15733, 1326, RESOLVED, FIXED, 3, 3, 3,
16436, 90, RESOLVED, FIXED, 3, 4, 3,
17498, 1156, RESOLVED, FIXED, 7, 4, 5,
17831, 59, RESOLVED, FIXED, 7, 3, 2,
18111, 529, RESOLVED, FIXED, 3, 3, 4,
20524, 924, RESOLVED, FIXED, 9, 2, 3,
22665, 0, RESOLVED, FIXED, 1, 2, 1,
22666, 0, RESOLVED, FIXED, 1, 2, 1,
22667, 0, RESOLVED, FIXED, 1, 2, 1,
25273, 0, RESOLVED, FIXED, 1, 2, 1,
26425, 0, RESOLVED, FIXED, 2, 2, 1,
28017, 400, RESOLVED, FIXED, 2, 3, 2,
32603, 3, RESOLVED, FIXED, 6, 3, 5,
32668, 2, NEW, (null), 2, 2, 3,
32754, 4, RESOLVED, FIXED, 2, 3, 3,
33156, 5, RESOLVED, FIXED, 2, 2, 1,
33271, 314, RESOLVED, FIXED, 10, 4, 4,
33282, 8, NEW, (null), 4, 4, 4,
33737, 208, NEW, (null), 1, 1, 2,
40066, 129, NEW, (null), 11, 7, 6,
46768, 38, RESOLVED, FIXED, 6, 5, 5,
48813, 60, PATCH_TO_REVIEW, (null), 20, 6, 4,
49504, 13, NEW, (null), 2, 2, 0,
122, 312, RESOLVED, FIXED, 2, 1, 1,
448, 2072, RESOLVED, FIXED, 2, 2, 0,
773, 2327, RESOLVED, FIXED, 3, 3, 1,
873, 2009, RESOLVED, FIXED, 2, 2, 1,
892, 2006, RESOLVED, FIXED, 4, 4, 0,
899, 2005, RESOLVED, FIXED, 4, 2, 0,
1180, 1968, RESOLVED, FIXED, 2, 2, 0,
1238, 1961, RESOLVED, FIXED, 2, 2, 1,
1244, 1961, RESOLVED, FIXED, 7, 5, 1,
1831, 1865, RESOLVED, FIXED, 2, 2, 0,
2259, 1813, RESOLVED, FIXED, 2, 2, 0,
2400, 1797, RESOLVED, FIXED, 2, 2, 0,
2538, 1783, RESOLVED, FIXED, 2, 2, 0,
2708, 1775, RESOLVED, FIXED, 3, 3, 0,
2943, 1756, RESOLVED, FIXED, 2, 2, 0,
3591, 1684, RESOLVED, FIXED, 2, 2, 0,
3592, 1684, RESOLVED, FIXED, 5, 3, 1,
3635, 1979, RESOLVED, FIXED, 0, 1, 2,
3642, 1681, RESOLVED, FIXED, 2, 2, 0,
3826, 543, RESOLVED, FIXED, 12, 5, 2,
3990, 1641, RESOLVED, FIXED, 4, 4, 2,
4980, 1551, RESOLVED, FIXED, 0, 1, 0,
5141, 0, RESOLVED, FIXED, 1, 2, 0,
5432, 1, RESOLVED, FIXED, 6, 3, 0,
6243, 1436, RESOLVED, FIXED, 4, 2, 1,
6493, 0, RESOLVED, FIXED, 1, 2, 1,
7644, 0, RESOLVED, FIXED, 1, 2, 0,
8751, 0, RESOLVED, FIXED, 2, 2, 0,
8815, 1202, RESOLVED, FIXED, 17, 5, 2,
8931, 113, RESOLVED, FIXED, 4, 4, 1,
9139, 56, RESOLVED, FIXED, 3, 4, 0,
9813, 13, RESOLVED, FIXED, 2, 2, 1,
9835, 0, RESOLVED, FIXED, 1, 2, 1,
13432, 787, RESOLVED, FIXED, 2, 2, 1,
15838, 15, RESOLVED, FIXED, 3, 2, 2,
18580, 2, RESOLVED, FIXED, 3, 3, 2,
23769, 860, RESOLVED, FIXED, 16, 8, 10,
25317, 0, RESOLVED, FIXED, 5, 3, 2,
27393, 784, NEW, (null), 3, 3, 6,
28463, 369, RESOLVED, FIXED, 3, 2, 1,
28696, 37, RESOLVED, FIXED, 2, 3, 2,
29621, 659, NEW, (null), 1, 2, 1,
29986, 388, NEW, (null), 5, 3, 3,
30167, 690, NEW, (null), 3, 3, 1,
31040, 329, RESOLVED, FIXED, 3, 4, 5,
32122, 162, RESOLVED, FIXED, 20, 4, 4,
32363, 408, NEW, (null), 1, 1, 2,
32364, 152, NEW, (null), 0, 1, 1,
33272, 0, NEW, (null), 3, 1, 2,
