BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory ,
12270,9, RESOLVED, WORKSFORME,3,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12325,51, RESOLVED, WORKSFORME,10,4,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12352,1671, RESOLVED, WORKSFORME,3,4,2,NEW > RESOLVED > REOPENED > NEW > RESOLVED, --- > LATER > --- > WORKSFORME, , 
12394,28, RESOLVED, WORKSFORME,6,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12397,946, RESOLVED, WORKSFORME,7,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
12410,48, RESOLVED, WORKSFORME,15,6,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12413,7, RESOLVED, WORKSFORME,2,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12460,45, RESOLVED, WORKSFORME,2,2,1,NEW > ASSIGNED > NEW > RESOLVED, --- > WORKSFORME, , 
12497,18, RESOLVED, WORKSFORME,5,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12512,790, RESOLVED, WORKSFORME,3,3,0,NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
12521,2110, CLOSED, WORKSFORME,4,3,0,NEW > RESOLVED > VERIFIED > CLOSED, --- > WORKSFORME, , 
12539,4, RESOLVED, WORKSFORME,4,3,1,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
12554,72, RESOLVED, WORKSFORME,12,4,3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12616,10, RESOLVED, WORKSFORME,2,3,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12642,57, RESOLVED, WORKSFORME,4,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12691,28, RESOLVED, WORKSFORME,4,3,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
12738,308, RESOLVED, WORKSFORME,3,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
12796,14, RESOLVED, WORKSFORME,1,2,0,NEW > ASSIGNED > NEW > RESOLVED, --- > WORKSFORME, , 
12843,1032, RESOLVED, WORKSFORME,9,7,2,NEW > RESOLVED > REOPENED > NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > LATER > --- > WORKSFORME, , 
12905,949, RESOLVED, WORKSFORME,8,4,2,NEW > RESOLVED > REOPENED > RESOLVED, --- > LATER > --- > WORKSFORME, NEW (---) > RESOLVED (LATER) > REOPENED (---) > RESOLVED (WORKSFORME) , 
12964,1554, RESOLVED, WORKSFORME,9,4,4,NEW > ASSIGNED > NEW > ASSIGNED > NEW > ASSIGNED > NEW > RESOLVED, --- > WORKSFORME, , 
13000,2543, CLOSED, WORKSFORME,8,4,1,NEW > RESOLVED > REOPENED > NEW > RESOLVED > CLOSED, --- > LATER > --- > WORKSFORME, , 
13256,29, RESOLVED, WORKSFORME,2,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13365,104, RESOLVED, WORKSFORME,1,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13439,1, RESOLVED, WORKSFORME,4,3,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
13471,18, RESOLVED, WORKSFORME,1,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
13482,344, RESOLVED, WORKSFORME,1,1,0,NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
13519,54, RESOLVED, WORKSFORME,6,3,2,NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
13520,35, RESOLVED, WORKSFORME,3,3,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
13589,168, RESOLVED, WORKSFORME,4,4,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13676,31, RESOLVED, WORKSFORME,4,4,0,NEW > ASSIGNED > NEW > RESOLVED, --- > WORKSFORME, , 
13680,33, RESOLVED, WORKSFORME,1,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13763,0, RESOLVED, WORKSFORME,3,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13782,51, RESOLVED, WORKSFORME,10,5,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13784,106, RESOLVED, WORKSFORME,4,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13816,0, RESOLVED, WORKSFORME,2,2,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13824,94, RESOLVED, WORKSFORME,4,3,1,NEW > RESOLVED > REOPENED > RESOLVED, --- > LATER > --- > WORKSFORME, NEW (---) > RESOLVED (LATER) > REOPENED (---) > RESOLVED (WORKSFORME) , 
